10000 253827
1 6 97
1 6 65
1 6 133
1 6 132
1 6 107
1 6 151
1 6 161
1 6 15
1 6 171
1 6 124
1 6 100
1 6 98
1 6 183
1 6 128
1 6 57
1 6 13
1 6 158
1 6 112
1 6 44
1 6 48
1 6 72
1 6 147
1 6 91
1 6 61
1 6 156
1 6 199
1 6 108
1 6 120
1 6 172
1 6 82
1 6 118
1 6 89
1 6 94
1 6 125
1 6 59
1 6 116
1 6 129
1 6 145
1 6 105
1 6 127
1 6 58
1 6 179
1 6 81
1 6 180
1 6 15
1 6 184
1 6 87
1 6 38
1 6 146
1 6 12
1 6 65
1 6 66
1 6 156
1 6 80
1 6 134
1 6 117
1 6 199
1 6 102
1 6 77
1 6 141
1 6 11
1 6 112
1 6 67
1 6 28
1 6 172
1 6 200
1 6 115
1 6 118
1 6 38
1 6 67
1 6 166
1 6 196
1 6 199
1 6 53
1 6 51
1 6 160
1 6 126
1 6 75
1 6 82
1 6 121
1 6 66
1 6 111
1 6 1
1 6 151
1 6 122
1 6 4
1 6 115
1 6 58
1 6 52
1 6 52
1 6 7
1 6 80
1 6 119
1 6 194
1 6 152
1 6 31
1 6 4
1 6 173
1 6 9
1 6 76
1 6 93
1 6 61
1 6 13
1 6 111
1 6 110
1 6 149
1 6 42
2 7 141
2 7 111
2 7 47
2 7 155
2 7 64
2 7 77
2 7 79
2 7 145
2 7 170
2 7 4
2 7 12
2 7 28
2 7 24
2 7 95
2 7 98
2 7 74
2 7 191
2 7 152
2 7 24
2 7 200
2 7 200
2 7 108
2 7 22
2 7 22
2 7 13
2 7 25
2 7 61
2 7 162
2 7 13
2 7 50
2 7 135
2 7 8
2 7 104
2 7 142
2 7 131
2 7 52
2 7 183
2 7 71
2 7 5
2 7 84
2 7 14
2 7 177
2 7 99
2 7 162
2 7 28
2 7 4
2 7 158
2 7 33
2 7 179
2 7 11
2 7 170
2 7 150
2 7 6
2 7 70
2 7 103
2 7 141
2 7 181
2 7 153
2 7 6
2 7 59
2 7 4
2 7 4
2 7 56
2 7 80
2 7 24
2 7 183
2 7 29
2 7 47
2 7 19
2 7 198
2 7 79
2 7 183
2 7 164
2 7 121
2 7 35
2 7 21
2 7 16
2 7 161
2 7 42
2 7 47
2 7 35
2 7 150
2 7 140
2 7 57
2 7 13
2 7 34
2 7 109
2 7 127
2 7 4
2 7 44
2 7 163
2 7 56
2 7 77
2 7 198
2 7 18
2 7 61
2 7 9
2 7 123
2 7 2
2 7 120
2 7 19
2 7 140
2 7 116
2 7 71
3 8 181
3 8 135
3 8 48
3 8 44
3 8 61
3 8 99
3 8 140
3 8 185
3 8 140
3 8 60
3 8 196
3 8 28
3 8 140
3 8 200
3 8 131
3 8 36
3 8 88
3 8 96
3 8 135
3 8 25
3 8 145
3 8 66
3 8 26
3 8 116
3 8 194
3 8 73
3 8 149
3 8 69
3 8 61
3 8 169
3 8 155
3 8 184
3 8 21
3 8 39
3 8 55
3 8 137
3 8 143
3 8 133
3 8 14
3 8 145
3 8 43
3 8 72
3 8 92
3 8 72
3 8 104
3 8 102
3 8 170
3 8 89
3 8 57
3 8 9
3 8 138
3 8 107
3 8 152
3 8 97
3 8 141
3 8 198
3 8 184
3 8 73
3 8 25
3 8 48
3 8 60
3 8 47
3 8 95
3 8 11
3 8 26
3 8 30
3 8 149
3 8 90
3 8 190
3 8 106
3 8 118
3 8 142
3 8 171
3 8 119
3 8 80
3 8 151
3 8 114
3 8 163
3 8 65
3 8 35
3 8 27
3 8 90
3 8 28
3 8 180
3 8 51
3 8 30
3 8 140
3 8 165
3 8 134
3 8 81
3 8 49
3 8 174
3 8 176
3 8 20
3 8 15
3 8 93
3 8 91
3 8 150
3 8 188
3 8 176
3 8 159
3 8 175
3 8 103
3 8 133
3 8 39
4 9 45
4 9 114
4 9 86
4 9 78
4 9 182
4 9 199
4 9 9
4 9 17
4 9 130
4 9 15
4 9 41
4 9 43
4 9 9
4 9 101
4 9 191
4 9 110
4 9 121
4 9 148
4 9 96
4 9 92
4 9 140
4 9 133
4 9 178
4 9 199
4 9 27
