10000 253734
1 6 21
1 6 14
1 6 14
1 6 9
1 6 12
1 6 17
1 6 8
1 6 9
1 6 19
1 6 24
1 6 11
1 6 21
1 6 22
1 6 29
1 6 7
1 6 19
1 6 16
1 6 23
1 6 12
1 6 3
1 6 3
1 6 28
1 6 10
1 6 30
1 6 11
1 6 10
1 6 3
1 6 13
1 6 25
1 6 9
1 6 23
1 6 4
1 6 16
1 6 23
1 6 10
1 6 9
1 6 18
1 6 24
1 6 19
1 6 16
1 6 12
1 6 4
1 6 17
1 6 18
1 6 1
1 6 15
1 6 17
1 6 21
1 6 30
1 6 1
1 6 21
1 6 10
1 6 27
1 6 30
1 6 30
1 6 11
1 6 7
1 6 11
1 6 6
1 6 21
1 6 17
1 6 10
1 6 12
1 6 18
1 6 16
1 6 25
1 6 27
1 6 20
1 6 13
1 6 10
1 6 24
1 6 29
1 6 27
1 6 6
1 6 30
1 6 7
1 6 5
1 6 20
1 6 13
1 6 6
1 6 4
1 6 13
1 6 5
1 6 22
1 6 27
1 6 25
1 6 23
2 7 8
2 7 6
2 7 22
2 7 29
2 7 21
2 7 11
2 7 30
2 7 27
2 7 18
2 7 27
2 7 3
2 7 27
2 7 5
2 7 23
2 7 8
2 7 4
2 7 5
2 7 11
2 7 19
2 7 20
2 7 15
2 7 11
2 7 18
2 7 28
2 7 8
2 7 8
2 7 15
2 7 23
2 7 24
2 7 23
2 7 23
2 7 8
2 7 11
2 7 2
2 7 29
2 7 18
2 7 9
2 7 29
2 7 22
2 7 8
2 7 19
2 7 15
2 7 12
2 7 9
2 7 12
2 7 27
2 7 11
2 7 12
2 7 13
2 7 10
2 7 27
2 7 7
2 7 18
2 7 22
2 7 22
2 7 27
2 7 14
2 7 3
2 7 22
2 7 28
2 7 30
2 7 30
2 7 6
2 7 27
2 7 28
2 7 16
2 7 22
2 7 10
2 7 3
2 7 18
2 7 20
2 7 18
2 7 7
2 7 15
2 7 29
2 7 24
2 7 30
2 7 17
2 7 22
2 7 22
2 7 4
2 7 7
2 7 30
2 7 9
2 7 27
2 7 16
2 7 9
2 7 27
2 7 12
2 7 10
2 7 15
2 7 3
2 7 30
2 7 1
2 7 17
2 7 29
2 7 18
2 7 16
2 7 5
2 7 13
2 7 15
2 7 2
2 7 6
2 7 20
2 7 5
2 7 30
2 7 18
2 7 28
2 7 22
2 7 8
2 7 10
2 7 23
2 7 23
2 7 7
2 7 18
2 7 18
2 7 1
2 7 3
2 7 20
2 7 20
2 7 23
2 7 24
2 7 5
2 7 30
2 7 30
3 8 5
3 8 23
3 8 7
3 8 15
3 8 19
3 8 9
3 8 30
3 8 4
3 8 6
3 8 28
3 8 14
3 8 16
3 8 6
3 8 13
3 8 18
3 8 28
3 8 23
3 8 15
3 8 1
3 8 29
3 8 30
3 8 14
3 8 3
3 8 11
3 8 16
3 8 16
3 8 25
3 8 26
3 8 24
3 8 8
3 8 26
3 8 19
3 8 24
3 8 24
3 8 30
3 8 8
3 8 20
3 8 23
3 8 28
3 8 13
3 8 26
3 8 2
3 8 20
3 8 30
3 8 16
3 8 17
3 8 22
3 8 20
3 8 15
3 8 27
3 8 18
3 8 28
3 8 13
3 8 10
3 8 13
3 8 3
3 8 10
3 8 18
3 8 5
3 8 13
3 8 27
3 8 2
3 8 7
3 8 12
3 8 20
3 8 22
3 8 5
3 8 22
3 8 27
3 8 4
3 8 28
3 8 9
3 8 9
3 8 26
3 8 10
3 8 17
3 8 29
3 8 24
3 8 27
3 8 21
3 8 8
3 8 24
3 8 27
3 8 7
3 8 13
3 8 26
3 8 30
3 8 4
3 8 9
3 8 4
3 8 29
3 8 4
3 8 23
3 8 8
3 8 2
3 8 15
3 8 21
3 8 12
3 8 16
3 8 26
3 8 6
3 8 25
3 8 21
3 8 12
3 8 11
4 9 10
4 9 12
4 9 2
4 9 27
4 9 11
4 9 22
4 9 29
4 9 27
4 9 10
4 9 21
4 9 18
4 9 10
4 9 24
4 9 24
4 9 10
4 9 19
4 9 18
4 9 16
4 9 17
4 9 18
4 9 6
4 9 14
4 9 4
4 9 26
4 9 16
4 9 15
4 9 2
4 9 13
4 9 16
4 9 12
4 9 2
4 9 16
4 9 28
4 9 28
4 9 4
4 9 7
4 9 3
4 9 6
4 9 26
4 9 7
4 9 16
4 9 4
4 9 18
4 9 10
4 9 22
4 9 26
4 9 20
4 9 1
4 9 18
4 9 21
4 9 13
4 9 19
4 9 16
4 9 5
4 9 22
4 9 26
4 9 26
4 9 13
4 9 8
4 9 1
4 9 11
4 9 24
4 9 3
4 9 15
4 9 9
4 9 23
4 9 20
4 9 11
4 9 26
4 9 13
4 9 20
4 9 9
4 9 16
4 9 6
4 9 28
4 9 8
4 9 13
4 9 3
4 9 30
4 9 23
4 9 3
4 9 14
4 9 6
4 9 4
4 9 2
4 9 3
4 9 27
4 9 3
4 9 12
4 9 11
4 9 24
5 10 12
5 10 10
5 10 2
5 10 28
5 10 18
5 10 2
5 10 14
5 10 12
5 10 25
5 10 26
5 10 24
5 10 13
5 10 12
5 10 26
5 10 22
5 10 16
5 10 9
5 10 16
5 10 1
5 10 8
5 10 12
5 10 7
5 10 6
5 10 15
5 10 2
5 10 18
5 10 5
5 10 2
5 10 29
5 10 11
5 10 11
5 10 28
5 10 14
5 10 17
5 10 10
