10000 252856
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
1 6 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
2 7 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
3 8 100
