10000 254080
1 6 6
1 6 133
1 6 198
1 6 52
1 6 36
1 6 20
1 6 45
1 6 174
1 6 48
1 6 30
1 6 107
1 6 156
1 6 199
1 6 6
1 6 114
1 6 196
1 6 136
1 6 99
1 6 64
1 6 9
1 6 64
1 6 104
1 6 62
1 6 8
1 6 99
1 6 4
1 6 14
1 6 146
1 6 6
1 6 96
1 6 95
1 6 175
1 6 146
1 6 38
1 6 48
1 6 73
1 6 195
1 6 119
1 6 152
1 6 171
1 6 169
1 6 126
1 6 110
1 6 50
1 6 73
1 6 176
1 6 8
1 6 120
1 6 146
1 6 84
1 6 47
1 6 91
1 6 16
1 6 113
1 6 37
1 6 168
1 6 125
1 6 147
1 6 86
1 6 29
1 6 182
1 6 59
1 6 100
1 6 76
1 6 118
1 6 110
1 6 61
1 6 49
1 6 7
1 6 152
1 6 195
1 6 117
1 6 57
1 6 63
1 6 74
1 6 186
1 6 73
1 6 115
1 6 53
1 6 30
1 6 88
1 6 80
1 6 190
1 6 174
1 6 121
1 6 191
1 6 10
1 6 12
1 6 11
1 6 37
1 6 170
2 7 61
2 7 85
2 7 173
2 7 142
2 7 130
2 7 142
2 7 139
2 7 2
2 7 195
2 7 146
2 7 112
2 7 46
2 7 165
2 7 108
2 7 167
2 7 53
2 7 129
2 7 66
2 7 199
2 7 197
2 7 171
2 7 107
2 7 47
2 7 138
2 7 170
2 7 135
2 7 33
2 7 164
2 7 184
2 7 47
2 7 62
2 7 121
2 7 164
2 7 99
2 7 25
2 7 101
2 7 11
2 7 62
2 7 30
2 7 89
2 7 82
2 7 134
2 7 132
2 7 145
2 7 35
2 7 37
2 7 63
2 7 48
2 7 90
2 7 116
2 7 180
2 7 34
2 7 111
2 7 153
2 7 11
2 7 119
2 7 118
2 7 90
2 7 90
2 7 171
2 7 35
2 7 42
2 7 168
2 7 69
2 7 108
2 7 134
2 7 27
2 7 121
2 7 165
2 7 33
2 7 15
2 7 137
2 7 110
2 7 177
2 7 42
2 7 69
2 7 73
2 7 119
2 7 110
2 7 113
2 7 185
2 7 46
2 7 70
2 7 36
2 7 46
2 7 93
2 7 168
2 7 34
2 7 113
2 7 95
2 7 109
2 7 184
2 7 127
2 7 78
2 7 138
2 7 32
2 7 152
2 7 62
2 7 29
2 7 165
2 7 160
2 7 38
2 7 77
2 7 55
2 7 145
2 7 51
2 7 172
3 8 126
3 8 82
3 8 169
3 8 14
3 8 114
3 8 23
3 8 63
3 8 18
3 8 66
3 8 52
3 8 43
3 8 82
3 8 86
3 8 106
3 8 17
3 8 102
3 8 186
3 8 200
3 8 9
3 8 188
3 8 114
3 8 52
3 8 132
3 8 160
3 8 53
3 8 140
3 8 45
3 8 28
3 8 193
3 8 99
3 8 171
3 8 147
3 8 101
3 8 166
3 8 100
3 8 69
3 8 51
3 8 108
3 8 156
3 8 126
3 8 147
3 8 125
3 8 87
3 8 62
3 8 159
3 8 53
3 8 95
3 8 169
3 8 52
3 8 87
3 8 165
3 8 14
3 8 98
3 8 19
3 8 172
3 8 135
3 8 123
3 8 4
3 8 147
3 8 134
3 8 140
3 8 11
3 8 135
3 8 73
3 8 61
3 8 16
3 8 7
3 8 65
3 8 70
3 8 112
3 8 125
3 8 15
3 8 132
3 8 160
3 8 139
3 8 152
3 8 141
3 8 55
3 8 94
3 8 104
3 8 194
3 8 6
3 8 114
3 8 191
4 9 115
4 9 101
4 9 198
4 9 184
4 9 53
4 9 145
4 9 98
4 9 164
4 9 16
4 9 85
4 9 100
4 9 76
4 9 152
4 9 186
4 9 185
4 9 102
