10000 253734
1 6 61
1 6 117
1 6 92
1 6 162
1 6 64
1 6 196
1 6 153
1 6 182
1 6 159
1 6 99
1 6 51
1 6 87
1 6 59
1 6 175
1 6 87
1 6 193
1 6 55
1 6 198
1 6 142
1 6 117
1 6 95
1 6 112
1 6 182
1 6 128
1 6 172
1 6 169
1 6 146
1 6 44
1 6 171
1 6 122
1 6 14
1 6 182
1 6 104
1 6 4
1 6 61
1 6 143
1 6 154
1 6 179
1 6 112
1 6 175
1 6 75
1 6 188
1 6 9
1 6 101
1 6 77
1 6 122
1 6 146
1 6 82
1 6 122
1 6 74
1 6 89
1 6 24
1 6 148
1 6 72
1 6 65
1 6 194
1 6 90
1 6 5
1 6 121
1 6 5
1 6 150
1 6 95
1 6 2
1 6 43
1 6 192
1 6 103
1 6 46
1 6 35
1 6 40
1 6 14
1 6 159
1 6 140
1 6 80
1 6 149
1 6 194
1 6 12
1 6 115
1 6 104
1 6 193
1 6 73
1 6 83
1 6 197
1 6 130
1 6 23
1 6 191
1 6 93
1 6 161
2 7 56
2 7 145
2 7 116
2 7 120
2 7 190
2 7 96
2 7 34
2 7 137
2 7 93
2 7 179
2 7 104
2 7 149
2 7 155
2 7 190
2 7 115
2 7 115
2 7 33
2 7 69
2 7 46
2 7 101
2 7 13
2 7 115
2 7 169
2 7 171
2 7 188
2 7 128
2 7 200
2 7 38
2 7 67
2 7 133
2 7 200
2 7 53
2 7 175
2 7 58
2 7 166
2 7 183
2 7 89
2 7 130
2 7 86
2 7 40
2 7 78
2 7 46
2 7 67
2 7 170
2 7 111
2 7 16
2 7 148
2 7 194
2 7 99
2 7 126
2 7 74
2 7 31
2 7 117
2 7 58
2 7 146
2 7 94
2 7 175
2 7 170
2 7 56
2 7 20
2 7 3
2 7 46
2 7 34
2 7 106
2 7 184
2 7 159
2 7 37
2 7 156
2 7 193
2 7 139
2 7 136
2 7 83
2 7 155
2 7 4
2 7 93
2 7 4
2 7 82
2 7 101
2 7 49
2 7 67
2 7 199
2 7 196
2 7 109
2 7 103
2 7 192
2 7 9
2 7 184
2 7 86
2 7 59
2 7 5
2 7 135
2 7 121
2 7 104
2 7 46
2 7 157
2 7 102
2 7 49
2 7 129
2 7 66
2 7 146
2 7 93
2 7 125
2 7 152
2 7 6
2 7 124
2 7 41
2 7 166
2 7 126
2 7 116
2 7 58
2 7 116
2 7 47
2 7 7
2 7 130
2 7 199
2 7 81
2 7 165
2 7 96
2 7 185
2 7 167
2 7 130
2 7 194
2 7 194
2 7 93
2 7 136
3 8 164
3 8 113
3 8 56
3 8 84
3 8 57
3 8 60
3 8 170
3 8 38
3 8 137
3 8 38
3 8 108
3 8 33
3 8 54
3 8 135
3 8 38
3 8 27
3 8 39
3 8 78
3 8 33
3 8 195
3 8 125
3 8 10
3 8 155
3 8 140
3 8 190
3 8 69
3 8 109
3 8 170
3 8 192
3 8 184
3 8 194
3 8 175
3 8 35
3 8 131
3 8 47
3 8 85
3 8 7
3 8 175
3 8 6
3 8 65
3 8 199
3 8 90
3 8 100
3 8 7
3 8 147
3 8 113
3 8 177
3 8 157
3 8 45
3 8 125
3 8 120
3 8 49
3 8 161
3 8 118
3 8 20
3 8 196
3 8 194
3 8 22
3 8 178
3 8 177
3 8 115
3 8 140
3 8 12
3 8 10
3 8 176
3 8 83
3 8 71
3 8 163
3 8 168
3 8 80
3 8 101
3 8 195
3 8 97
3 8 186
3 8 59
3 8 157
3 8 121
3 8 27
3 8 173
3 8 42
3 8 27
3 8 131
3 8 195
3 8 21
3 8 75
3 8 58
3 8 195
3 8 73
3 8 166
3 8 21
3 8 99
3 8 134
3 8 106
3 8 141
3 8 183
3 8 176
3 8 187
3 8 71
3 8 46
3 8 49
3 8 163
3 8 115
3 8 79
3 8 140
3 8 66
4 9 167
4 9 126
4 9 171
4 9 140
4 9 140
4 9 10
4 9 57
4 9 174
4 9 59
4 9 83
4 9 150
4 9 194
4 9 37
4 9 137
4 9 17
4 9 48
4 9 63
4 9 172
4 9 177
4 9 195
4 9 63
4 9 179
4 9 4
4 9 82
4 9 156
4 9 118
4 9 20
4 9 144
4 9 173
4 9 45
4 9 21
4 9 103
4 9 146
4 9 135
4 9 178
4 9 7
4 9 114
4 9 115
4 9 26
4 9 13
4 9 159
4 9 114
4 9 134
4 9 17
4 9 123
4 9 127
4 9 55
4 9 31
4 9 128
4 9 19
4 9 69
4 9 8
4 9 190
4 9 155
4 9 148
4 9 90
4 9 136
4 9 112
4 9 147
4 9 90
4 9 5
4 9 131
4 9 195
4 9 129
4 9 51
4 9 184
4 9 49
4 9 17
4 9 163
4 9 159
4 9 178
4 9 99
4 9 55
4 9 105
4 9 194
4 9 74
4 9 123
4 9 120
4 9 123
4 9 140
4 9 59
4 9 77
4 9 133
4 9 13
4 9 89
4 9 41
4 9 136
4 9 37
4 9 190
4 9 33
4 9 157
5 10 120
5 10 127
5 10 40
5 10 50
5 10 111
5 10 154
5 10 130
5 10 136
5 10 46
5 10 32
5 10 115
5 10 188
5 10 129
5 10 142
5 10 171
5 10 141
5 10 176
5 10 187
5 10 190
5 10 79
5 10 139
5 10 170
5 10 70
5 10 179
5 10 152
5 10 98
5 10 46
5 10 145
5 10 141
5 10 85
5 10 6
5 10 199
5 10 7
5 10 183
5 10 3
5 10 53
5 10 158
5 10 197
5 10 29
5 10 124
5 10 38
5 10 98
5 10 172
5 10 184
5 10 17
5 10 39
5 10 134
5 10 196
5 10 82
5 10 168
5 10 23
5 10 197
5 10 198
5 10 90
5 10 35
5 10 97
5 10 176
5 10 155
5 10 9
5 10 75
5 10 33
5 10 152
5 10 56
5 10 170
5 10 69
5 10 196
5 10 178
5 10 145
5 10 197
5 10 113
5 10 58
5 10 118
5 10 43
5 10 17
5 10 111
5 10 91
5 10 43
5 10 84
5 10 195
5 10 28
5 10 135
5 10 60
5 10 20
5 10 60
5 10 64
5 10 68
5 10 102
5 10 68
5 10 20
5 10 2
6 11 2
6 11 143
6 11 112
6 11 45
6 11 136
6 11 18
6 11 163
6 11 115
6 11 170
6 11 94
6 11 42
6 11 145
6 11 46
6 11 128
6 11 6
6 11 192
6 11 110
6 11 81
6 11 115
6 11 163
6 11 54
6 11 181
6 11 195
6 11 152
6 11 98
6 11 162
6 11 17
6 11 57
6 11 114
6 11 71
6 11 73
6 11 42
6 11 151
6 11 50
6 11 140
6 11 165
6 11 115
6 11 143
6 11 150
6 11 146
6 11 89
6 11 18
6 11 95
6 11 15
6 11 39
6 11 112
6 11 146
6 11 193
6 11 183
6 11 14
6 11 124
6 11 16
6 11 72
6 11 67
6 11 84
6 11 81
6 11 63
6 11 145
6 11 57
6 11 8
6 11 88
6 11 162
6 11 171
6 11 47
6 11 79
6 11 28
6 11 111
6 11 105
6 11 73
6 11 46
6 11 179
6 11 146
6 11 129
6 11 197
6 11 163
6 11 40
6 11 70
6 11 114
6 11 121
6 11 115
6 11 12
6 11 8
6 11 43
6 11 106
6 11 157
6 11 59
6 11 61
6 11 76
6 11 103
6 11 95
7 12 170
7 12 85
7 12 101
7 12 136
7 12 170
7 12 80
7 12 46
7 12 132
7 12 175
7 12 139
7 12 92
7 12 194
7 12 164
7 12 108
7 12 164
7 12 97
7 12 96
7 12 193
7 12 50
7 12 176
7 12 67
7 12 85
7 12 104
7 12 156
7 12 110
7 12 193
7 12 73
7 12 180
7 12 146
7 12 35
7 12 50
7 12 1
7 12 95
7 12 65
7 12 190
7 12 175
7 12 16
7 12 32
7 12 93
7 12 133
7 12 102
7 12 68
7 12 49
7 12 86
7 12 79
7 12 24
7 12 80
7 12 93
7 12 96
7 12 184
7 12 177
7 12 81
7 12 200
7 12 141
7 12 71
7 12 132
7 12 46
7 12 43
7 12 110
7 12 152
7 12 193
7 12 31
7 12 146
7 12 171
7 12 140
7 12 104
7 12 174
7 12 98
7 12 83
7 12 50
7 12 39
7 12 27
7 12 78
7 12 174
7 12 70
7 12 44
7 12 177
7 12 27
7 12 161
7 12 129
7 12 181
7 12 102
7 12 179
7 12 87
7 12 157
7 12 29
7 12 64
7 12 42
7 12 199
7 12 189
7 12 192
7 12 182
7 12 131
7 12 129
7 12 174
7 12 191
7 12 5
7 12 38
7 12 172
7 12 129
7 12 102
7 12 26
7 12 2
7 12 91
7 12 37
8 13 154
8 13 188
8 13 116
8 13 106
8 13 9
8 13 33
8 13 37
8 13 44
8 13 31
8 13 7
8 13 56
8 13 65
8 13 190
8 13 148
8 13 189
8 13 175
8 13 20
8 13 107
8 13 74
8 13 180
8 13 101
8 13 17
8 13 24
8 13 94
8 13 46
8 13 51
8 13 144
8 13 26
8 13 35
8 13 84
8 13 108
8 13 118
8 13 172
8 13 26
8 13 145
8 13 42
8 13 80
8 13 81
8 13 183
8 13 98
8 13 7
8 13 79
8 13 87
8 13 40
8 13 37
8 13 69
8 13 111
8 13 14
8 13 174
8 13 148
8 13 12
8 13 157
8 13 170
8 13 121
8 13 42
8 13 54
8 13 16
8 13 102
8 13 177
8 13 4
8 13 128
8 13 107
8 13 80
8 13 139
8 13 164
8 13 143
8 13 9
8 13 85
8 13 126
8 13 78
8 13 66
8 13 147
8 13 25
8 13 42
8 13 170
8 13 6
8 13 185
8 13 138
8 13 31
8 13 127
8 13 187
8 13 117
8 13 166
8 13 16
8 13 6
8 13 86
8 13 128
8 13 59
8 13 16
8 13 96
8 13 148
8 13 109
9 14 127
9 14 133
9 14 159
9 14 145
9 14 140
9 14 28
9 14 141
9 14 54
9 14 58
9 14 146
9 14 132
9 14 106
9 14 87
9 14 146
9 14 49
9 14 74
9 14 105
9 14 152
9 14 90
9 14 112
9 14 196
9 14 73
9 14 31
9 14 131
9 14 2
9 14 163
9 14 117
9 14 37
9 14 16
9 14 145
9 14 47
9 14 170
9 14 118
9 14 19
9 14 137
9 14 157
9 14 23
9 14 135
9 14 41
9 14 138
9 14 147
9 14 5
9 14 119
9 14 184
9 14 95
9 14 88
9 14 103
9 14 108
9 14 199
9 14 44
9 14 24
9 14 31
9 14 156
9 14 164
9 14 187
9 14 161
9 14 32
9 14 58
9 14 15
9 14 1
9 14 190
9 14 182
9 14 17
9 14 174
9 14 122
9 14 137
9 14 44
9 14 152
9 14 41
9 14 179
9 14 41
9 14 96
9 14 150
9 14 131
9 14 120
9 14 46
9 14 39
9 14 77
9 14 139
9 14 99
9 14 122
9 14 148
9 14 97
9 14 193
9 14 34
9 14 117
9 14 39
