5000 127117
1 6 111
1 6 181
1 6 15
1 6 106
1 6 97
1 6 197
1 6 157
1 6 96
1 6 122
1 6 168
1 6 10
1 6 138
1 6 125
1 6 29
1 6 109
1 6 66
1 6 121
1 6 78
1 6 113
1 6 62
1 6 54
1 6 180
1 6 81
1 6 16
1 6 119
1 6 131
1 6 128
1 6 97
1 6 33
1 6 60
1 6 151
1 6 196
1 6 150
1 6 55
1 6 162
1 6 192
1 6 20
1 6 160
1 6 84
1 6 40
1 6 122
1 6 107
1 6 189
1 6 55
1 6 58
1 6 180
1 6 34
1 6 99
1 6 113
1 6 125
1 6 173
1 6 177
2 7 177
2 7 147
2 7 171
2 7 67
2 7 194
2 7 6
2 7 28
2 7 144
2 7 99
2 7 110
2 7 107
2 7 118
2 7 151
2 7 96
2 7 185
2 7 100
2 7 41
2 7 87
2 7 125
2 7 14
2 7 62
2 7 174
2 7 181
2 7 127
2 7 172
2 7 99
2 7 28
2 7 76
2 7 135
2 7 55
2 7 82
2 7 31
2 7 85
2 7 164
2 7 31
2 7 21
2 7 139
2 7 4
2 7 92
2 7 83
2 7 158
2 7 35
2 7 172
2 7 129
3 8 43
3 8 112
3 8 107
3 8 100
3 8 182
3 8 188
3 8 32
3 8 30
3 8 192
3 8 175
3 8 19
3 8 58
3 8 198
3 8 86
3 8 22
3 8 165
3 8 25
3 8 183
3 8 150
3 8 60
3 8 188
3 8 60
3 8 114
3 8 149
3 8 17
3 8 119
3 8 8
3 8 153
3 8 70
3 8 197
3 8 36
3 8 70
3 8 37
3 8 168
3 8 6
3 8 123
3 8 6
3 8 78
3 8 95
3 8 155
3 8 110
3 8 49
3 8 22
3 8 86
3 8 74
3 8 15
3 8 24
3 8 197
3 8 25
3 8 197
3 8 179
4 9 89
4 9 27
4 9 90
4 9 79
4 9 129
4 9 165
4 9 74
4 9 144
4 9 91
4 9 50
4 9 40
4 9 127
4 9 120
4 9 166
4 9 33
4 9 14
4 9 188
4 9 160
4 9 51
4 9 106
4 9 139
4 9 136
4 9 144
4 9 87
4 9 4
4 9 194
4 9 104
4 9 95
4 9 20
4 9 36
4 9 178
4 9 194
4 9 166
4 9 48
4 9 104
4 9 186
4 9 49
4 9 64
4 9 16
4 9 151
4 9 13
4 9 22
4 9 89
4 9 30
4 9 89
4 9 178
4 9 190
5 10 14
5 10 115
5 10 77
5 10 160
5 10 22
5 10 199
5 10 165
5 10 131
5 10 11
5 10 143
5 10 42
5 10 141
5 10 113
5 10 63
5 10 85
5 10 96
5 10 155
5 10 107
5 10 104
5 10 84
5 10 180
5 10 95
5 10 88
5 10 106
5 10 37
5 10 185
5 10 22
5 10 146
5 10 5
5 10 93
5 10 22
5 10 9
5 10 153
5 10 155
