10000 254080
1 6 2
1 6 34
1 6 50
1 6 13
1 6 9
1 6 5
1 6 12
1 6 44
1 6 12
1 6 8
1 6 27
1 6 39
1 6 50
1 6 2
1 6 29
1 6 49
1 6 34
1 6 25
1 6 16
1 6 3
1 6 16
1 6 26
1 6 16
1 6 2
1 6 25
1 6 1
1 6 4
1 6 37
1 6 2
1 6 24
1 6 24
1 6 44
1 6 37
1 6 10
1 6 12
1 6 19
1 6 49
1 6 30
1 6 38
1 6 43
1 6 43
1 6 32
1 6 28
1 6 13
1 6 19
1 6 44
1 6 2
1 6 30
1 6 37
1 6 21
1 6 12
1 6 23
1 6 4
1 6 29
1 6 10
1 6 42
1 6 32
1 6 37
1 6 22
1 6 8
1 6 46
1 6 15
1 6 25
1 6 19
1 6 30
1 6 28
1 6 16
1 6 13
1 6 2
1 6 38
1 6 49
1 6 30
1 6 15
1 6 16
1 6 19
1 6 47
1 6 19
1 6 29
1 6 14
1 6 8
1 6 22
1 6 20
1 6 48
1 6 44
1 6 31
1 6 48
1 6 3
1 6 3
1 6 3
1 6 10
1 6 43
2 7 16
2 7 22
2 7 44
2 7 36
2 7 33
2 7 36
2 7 35
2 7 1
2 7 49
2 7 37
2 7 28
2 7 12
2 7 42
2 7 27
2 7 42
2 7 14
2 7 33
2 7 17
2 7 50
2 7 50
2 7 43
2 7 27
2 7 12
2 7 35
2 7 43
2 7 34
2 7 9
2 7 41
2 7 46
2 7 12
2 7 16
2 7 31
2 7 41
2 7 25
2 7 7
2 7 26
2 7 3
2 7 16
2 7 8
2 7 23
2 7 21
2 7 34
2 7 33
2 7 37
2 7 9
2 7 10
2 7 16
2 7 12
2 7 23
2 7 29
2 7 45
2 7 9
2 7 28
2 7 39
2 7 3
2 7 30
2 7 30
2 7 23
2 7 23
2 7 43
2 7 9
2 7 11
2 7 42
2 7 18
2 7 27
2 7 34
2 7 7
2 7 31
2 7 42
2 7 9
2 7 4
2 7 35
2 7 28
2 7 45
2 7 11
2 7 18
2 7 19
2 7 30
2 7 28
2 7 29
2 7 47
2 7 12
2 7 18
2 7 9
2 7 12
2 7 24
2 7 42
2 7 9
2 7 29
2 7 24
2 7 28
2 7 46
2 7 32
2 7 20
2 7 35
2 7 8
2 7 38
2 7 16
2 7 8
2 7 42
2 7 40
2 7 10
2 7 20
2 7 14
2 7 37
2 7 13
2 7 43
3 8 32
3 8 21
3 8 43
3 8 4
3 8 29
3 8 6
3 8 16
3 8 5
3 8 17
3 8 13
3 8 11
3 8 21
3 8 22
3 8 27
3 8 5
3 8 26
3 8 47
3 8 50
3 8 3
3 8 47
3 8 29
3 8 13
3 8 33
3 8 40
3 8 14
3 8 35
3 8 12
3 8 7
3 8 49
3 8 25
3 8 43
3 8 37
3 8 26
3 8 42
3 8 25
3 8 18
3 8 13
3 8 27
3 8 39
3 8 32
3 8 37
3 8 32
3 8 22
3 8 16
3 8 40
3 8 14
3 8 24
3 8 43
3 8 13
3 8 22
3 8 42
3 8 4
3 8 25
3 8 5
3 8 43
3 8 34
3 8 31
3 8 1
3 8 37
3 8 34
3 8 35
3 8 3
3 8 34
3 8 19
3 8 16
3 8 4
3 8 2
3 8 17
3 8 18
3 8 28
3 8 32
3 8 4
3 8 33
3 8 40
3 8 35
3 8 38
3 8 36
3 8 14
3 8 24
3 8 26
3 8 49
3 8 2
3 8 29
3 8 48
4 9 29
4 9 26
4 9 50
4 9 46
4 9 14
4 9 37
4 9 25
4 9 41
4 9 4
4 9 22
4 9 25
4 9 19
4 9 38
4 9 47
4 9 47
4 9 26
4 9 50
4 9 37
4 9 9
4 9 1
4 9 9
4 9 26
4 9 2
4 9 17
4 9 37
4 9 42
4 9 24
4 9 21
4 9 15
4 9 35
4 9 50
4 9 12
4 9 11
4 9 27
4 9 46
4 9 24
4 9 47
4 9 30
4 9 1
4 9 31
4 9 16
4 9 18
4 9 35
4 9 8
4 9 43
4 9 49
4 9 41
4 9 49
4 9 17
4 9 15
4 9 38
4 9 38
4 9 30
4 9 18
4 9 28
4 9 35
4 9 50
4 9 29
4 9 33
4 9 10
4 9 18
4 9 16
4 9 29
4 9 24
4 9 42
4 9 45
4 9 2
4 9 17
4 9 9
4 9 1
4 9 40
4 9 33
4 9 28
4 9 34
4 9 26
4 9 10
4 9 12
4 9 35
4 9 8
4 9 3
4 9 16
4 9 42
4 9 1
4 9 19
4 9 36
4 9 43
4 9 27
4 9 16
4 9 21
4 9 34
4 9 41
4 9 34
4 9 38
4 9 1
5 10 2
5 10 35
5 10 24
5 10 3
5 10 3
5 10 37
5 10 14
5 10 43
5 10 7
5 10 25
5 10 18
5 10 39
5 10 9
5 10 16
5 10 37
5 10 5
5 10 28
5 10 13
5 10 23
5 10 12
5 10 17
5 10 41
5 10 6
5 10 9
5 10 4
5 10 50
5 10 29
5 10 38
5 10 4
5 10 26
5 10 38
5 10 3
5 10 43
5 10 15
5 10 16
5 10 40
5 10 38
5 10 4
5 10 46
5 10 18
5 10 9
5 10 35
5 10 35
5 10 21
5 10 33
5 10 36
5 10 6
5 10 2
5 10 42
5 10 32
5 10 47
5 10 29
5 10 32
5 10 20
5 10 12
5 10 21
5 10 22
5 10 20
5 10 4
5 10 35
5 10 2
5 10 28
5 10 9
5 10 47
5 10 37
5 10 16
5 10 46
5 10 23
5 10 44
5 10 12
5 10 26
5 10 29
5 10 32
5 10 3
5 10 15
5 10 13
5 10 27
5 10 4
5 10 22
5 10 50
5 10 48
5 10 36
5 10 33
5 10 30
5 10 32
5 10 49
5 10 49
5 10 32
5 10 3
5 10 2
5 10 43
5 10 44
5 10 41
5 10 48
5 10 29
5 10 40
5 10 2
5 10 3
5 10 8
5 10 25
5 10 29
5 10 7
5 10 24
5 10 42
5 10 49
5 10 14
5 10 22
5 10 11
6 11 3
6 11 50
6 11 10
6 11 23
6 11 9
6 11 48
6 11 16
6 11 41
6 11 9
6 11 36
6 11 17
6 11 39
6 11 18
6 11 10
6 11 3
6 11 30
6 11 43
6 11 28
6 11 25
6 11 34
6 11 36
6 11 42
6 11 11
6 11 21
6 11 14
6 11 5
6 11 31
6 11 37
6 11 19
6 11 35
6 11 23
6 11 16
6 11 33
6 11 15
6 11 12
6 11 47
6 11 50
6 11 21
6 11 41
6 11 45
6 11 39
6 11 38
6 11 12
6 11 30
6 11 7
6 11 1
6 11 46
6 11 30
6 11 45
6 11 3
6 11 40
6 11 11
6 11 50
6 11 33
6 11 15
6 11 44
6 11 6
6 11 11
6 11 45
6 11 39
6 11 24
6 11 7
6 11 3
6 11 21
6 11 12
6 11 50
6 11 6
6 11 14
6 11 39
6 11 43
6 11 33
6 11 44
6 11 13
6 11 33
6 11 32
6 11 32
6 11 50
6 11 33
6 11 34
6 11 6
6 11 38
6 11 23
6 11 41
6 11 15
6 11 31
6 11 2
6 11 32
6 11 26
6 11 41
6 11 30
6 11 17
6 11 4
6 11 13
6 11 24
6 11 32
6 11 19
6 11 24
6 11 31
6 11 37
6 11 47
6 11 46
6 11 42
6 11 4
6 11 5
6 11 27
6 11 45
6 11 4
6 11 36
6 11 35
6 11 6
6 11 40
6 11 50
6 11 33
6 11 21
7 12 39
7 12 27
7 12 26
7 12 30
7 12 34
7 12 37
7 12 32
7 12 17
7 12 45
7 12 47
7 12 41
7 12 20
7 12 42
7 12 26
7 12 32
7 12 41
7 12 27
7 12 17
7 12 25
7 12 35
7 12 17
7 12 17
7 12 12
7 12 15
7 12 29
7 12 44
7 12 31
7 12 34
7 12 17
7 12 34
7 12 5
7 12 20
7 12 50
7 12 24
7 12 50
7 12 3
7 12 29
7 12 13
7 12 10
7 12 38
7 12 41
7 12 26
7 12 23
7 12 24
7 12 44
7 12 39
7 12 37
7 12 40
7 12 35
7 12 14
7 12 36
7 12 28
7 12 50
7 12 41
7 12 8
7 12 30
7 12 16
7 12 48
7 12 28
7 12 11
7 12 47
7 12 13
7 12 27
7 12 45
7 12 11
7 12 17
7 12 30
7 12 22
7 12 14
7 12 14
7 12 41
7 12 43
7 12 30
7 12 38
7 12 8
7 12 34
7 12 1
7 12 16
7 12 48
7 12 34
7 12 3
7 12 46
7 12 45
7 12 13
7 12 8
7 12 17
7 12 43
7 12 34
7 12 11
7 12 5
7 12 50
7 12 38
7 12 36
7 12 18
7 12 8
7 12 15
7 12 30
7 12 39
7 12 40
7 12 4
7 12 38
7 12 49
7 12 38
8 13 23
8 13 2
8 13 6
8 13 8
8 13 47
8 13 35
8 13 19
8 13 17
8 13 6
8 13 15
8 13 18
8 13 38
8 13 50
8 13 29
8 13 19
8 13 12
8 13 7
8 13 43
8 13 44
8 13 36
8 13 5
8 13 4
8 13 25
8 13 41
8 13 13
8 13 24
8 13 24
8 13 5
8 13 4
8 13 6
8 13 1
8 13 35
8 13 32
8 13 40
8 13 40
8 13 50
8 13 38
8 13 40
8 13 7
8 13 9
8 13 5
8 13 28
