10000 253828
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
1 6 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
2 7 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
3 8 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
4 9 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
5 10 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
6 11 50
