5000 127655
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
1 6 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
2 7 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
3 8 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
4 9 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
5 10 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
6 11 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
7 12 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
8 13 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
9 14 10
