5000 127117
1 6 56
1 6 91
1 6 8
1 6 53
1 6 49
1 6 99
1 6 79
1 6 48
1 6 61
1 6 84
1 6 5
1 6 69
1 6 63
1 6 15
1 6 55
1 6 33
1 6 61
1 6 39
1 6 57
1 6 31
1 6 27
1 6 90
1 6 41
1 6 8
1 6 60
1 6 66
1 6 64
1 6 49
1 6 17
1 6 30
1 6 76
1 6 98
1 6 75
1 6 28
1 6 81
1 6 96
1 6 10
1 6 80
1 6 42
1 6 20
1 6 61
1 6 54
1 6 95
1 6 28
1 6 29
1 6 90
1 6 17
1 6 50
1 6 57
1 6 63
1 6 87
1 6 89
2 7 89
2 7 74
2 7 86
2 7 34
2 7 97
2 7 3
2 7 14
2 7 72
2 7 50
2 7 55
2 7 54
2 7 59
2 7 76
2 7 48
2 7 93
2 7 50
2 7 21
2 7 44
2 7 63
2 7 7
2 7 31
2 7 87
2 7 91
2 7 64
2 7 86
2 7 50
2 7 14
2 7 38
2 7 68
2 7 28
2 7 41
2 7 16
2 7 43
2 7 82
2 7 16
2 7 11
2 7 70
2 7 2
2 7 46
2 7 42
2 7 79
2 7 18
2 7 86
2 7 65
3 8 22
3 8 56
3 8 54
3 8 50
3 8 91
3 8 94
3 8 16
3 8 15
3 8 96
3 8 88
3 8 10
3 8 29
3 8 99
3 8 43
3 8 11
3 8 83
3 8 13
3 8 92
3 8 75
3 8 30
3 8 94
3 8 30
3 8 57
3 8 75
3 8 9
3 8 60
3 8 4
3 8 77
3 8 35
3 8 99
3 8 18
3 8 35
3 8 19
3 8 84
3 8 3
3 8 62
3 8 3
3 8 39
3 8 48
3 8 78
3 8 55
3 8 25
3 8 11
3 8 43
3 8 37
3 8 8
3 8 12
3 8 99
3 8 13
3 8 99
3 8 90
4 9 45
4 9 14
4 9 45
4 9 40
4 9 65
4 9 83
4 9 37
4 9 72
4 9 46
4 9 25
4 9 20
4 9 64
4 9 60
4 9 83
4 9 17
4 9 7
4 9 94
4 9 80
4 9 26
4 9 53
4 9 70
4 9 68
4 9 72
4 9 44
4 9 2
4 9 97
4 9 52
4 9 48
4 9 10
4 9 18
4 9 89
4 9 97
4 9 83
4 9 24
4 9 52
4 9 93
4 9 25
4 9 32
4 9 8
4 9 76
4 9 7
4 9 11
4 9 45
4 9 15
4 9 45
4 9 89
4 9 95
5 10 7
5 10 58
5 10 39
5 10 80
5 10 11
5 10 100
5 10 83
5 10 66
5 10 6
5 10 72
5 10 21
5 10 71
5 10 57
5 10 32
5 10 43
5 10 48
5 10 78
5 10 54
5 10 52
5 10 42
5 10 90
5 10 48
5 10 44
5 10 53
5 10 19
5 10 93
5 10 11
5 10 73
5 10 3
5 10 47
5 10 11
5 10 5
5 10 77
5 10 78
5 10 3
5 10 70
5 10 44
5 10 8
5 10 30
5 10 31
5 10 29
5 10 92
5 10 26
5 10 71
5 10 95
6 11 98
6 11 20
6 11 89
6 11 37
6 11 72
6 11 51
6 11 82
6 11 83
6 11 13
6 11 65
6 11 94
6 11 15
6 11 90
6 11 19
6 11 21
6 11 27
6 11 10
6 11 5
6 11 22
6 11 73
6 11 98
6 11 68
6 11 60
6 11 3
6 11 56
6 11 60
6 11 66
6 11 6
6 11 80
6 11 17
6 11 65
6 11 67
6 11 31
6 11 92
6 11 72
6 11 36
6 11 34
6 11 22
6 11 79
6 11 71
6 11 31
6 11 97
6 11 48
6 11 34
6 11 81
6 11 16
6 11 81
6 11 81
6 11 8
6 11 75
6 11 39
6 11 32
7 12 52
7 12 80
7 12 10
7 12 69
7 12 84
7 12 36
7 12 96
7 12 13
7 12 4
7 12 7
7 12 18
7 12 20
7 12 91
7 12 21
7 12 48
7 12 47
7 12 97
7 12 17
7 12 97
7 12 65
7 12 95
7 12 32
7 12 1
7 12 36
7 12 81
7 12 9
7 12 73
7 12 48
7 12 50
7 12 51
7 12 48
7 12 37
7 12 64
7 12 6
7 12 75
7 12 18
7 12 90
7 12 43
7 12 46
7 12 47
7 12 5
7 12 13
7 12 54
7 12 75
7 12 78
8 13 57
8 13 12
8 13 13
8 13 67
8 13 6
8 13 48
8 13 82
8 13 57
8 13 100
8 13 2
8 13 75
8 13 97
8 13 46
8 13 9
8 13 96
8 13 36
8 13 81
8 13 3
8 13 56
8 13 19
8 13 70
8 13 56
8 13 54
8 13 46
8 13 49
8 13 30
8 13 25
8 13 75
8 13 40
8 13 66
8 13 6
8 13 15
8 13 41
8 13 81
8 13 24
8 13 71
8 13 59
8 13 89
8 13 42
8 13 60
8 13 53
8 13 72
8 13 59
8 13 45
8 13 3
8 13 20
8 13 63
8 13 56
9 14 62
9 14 21
9 14 11
9 14 97
9 14 28
9 14 36
9 14 78
9 14 60
9 14 82
9 14 57
9 14 85
9 14 37
9 14 57
9 14 40
9 14 78
9 14 34
9 14 67
9 14 38
9 14 86
9 14 50
9 14 63
9 14 9
9 14 23
9 14 28
9 14 93
9 14 58
9 14 71
9 14 2
9 14 24
9 14 100
9 14 2
9 14 14
9 14 26
9 14 75
9 14 82
9 14 91
9 14 23
9 14 24
9 14 87
9 14 14
9 14 5
9 14 69
9 14 54
9 14 54
9 14 48
9 14 57
9 14 8
9 14 65
9 14 37
9 14 63
9 14 79
9 14 2
9 14 53
9 14 89
9 14 92
10 15 47
10 15 89
10 15 62
10 15 72
10 15 57
10 15 88
10 15 57
10 15 38
10 15 49
10 15 75
10 15 69
10 15 9
10 15 23
10 15 52
