10000 252856
1 6 106
1 6 98
1 6 60
1 6 91
1 6 22
1 6 19
1 6 198
1 6 140
1 6 113
1 6 87
1 6 125
1 6 115
1 6 153
1 6 5
1 6 28
1 6 19
1 6 78
1 6 28
1 6 4
1 6 184
1 6 20
1 6 50
1 6 156
1 6 109
1 6 172
1 6 126
1 6 172
1 6 149
1 6 35
1 6 162
1 6 2
1 6 30
1 6 78
1 6 110
1 6 31
1 6 174
1 6 196
1 6 50
1 6 33
1 6 105
1 6 73
1 6 32
1 6 20
1 6 124
1 6 108
1 6 185
1 6 116
1 6 54
1 6 176
1 6 162
1 6 6
1 6 129
1 6 140
1 6 174
1 6 44
1 6 174
1 6 79
1 6 145
1 6 147
1 6 192
1 6 74
1 6 35
1 6 64
1 6 194
1 6 45
1 6 119
1 6 135
1 6 79
1 6 32
1 6 58
1 6 133
1 6 165
1 6 176
1 6 178
1 6 104
1 6 97
1 6 198
1 6 61
1 6 76
1 6 2
1 6 167
1 6 15
1 6 187
1 6 190
1 6 166
1 6 188
1 6 170
1 6 137
1 6 131
1 6 9
1 6 47
1 6 193
1 6 74
1 6 140
1 6 29
1 6 42
1 6 145
1 6 134
2 7 156
2 7 99
2 7 20
2 7 46
2 7 127
2 7 27
2 7 196
2 7 30
2 7 57
2 7 90
2 7 47
2 7 178
2 7 128
2 7 132
2 7 178
2 7 125
2 7 134
2 7 9
2 7 80
2 7 76
2 7 63
2 7 152
2 7 150
2 7 153
2 7 123
2 7 50
2 7 14
2 7 21
2 7 81
2 7 8
2 7 141
2 7 183
2 7 108
2 7 23
2 7 167
2 7 51
2 7 105
2 7 167
2 7 78
2 7 3
2 7 51
2 7 37
2 7 92
2 7 45
2 7 161
2 7 142
2 7 180
2 7 64
2 7 88
2 7 40
2 7 143
2 7 35
2 7 37
2 7 89
2 7 161
2 7 42
2 7 195
2 7 157
2 7 145
2 7 103
2 7 167
2 7 154
2 7 16
2 7 127
2 7 130
2 7 2
2 7 120
2 7 149
2 7 99
2 7 2
2 7 103
2 7 149
2 7 174
2 7 183
2 7 148
2 7 44
2 7 19
2 7 95
2 7 65
2 7 154
2 7 40
2 7 108
2 7 133
2 7 66
2 7 150
2 7 34
3 8 137
3 8 129
3 8 5
3 8 89
3 8 96
3 8 60
3 8 119
3 8 2
3 8 72
3 8 198
3 8 4
3 8 18
3 8 36
3 8 178
3 8 9
3 8 137
3 8 97
3 8 155
3 8 85
3 8 153
3 8 131
3 8 77
3 8 175
3 8 105
3 8 16
3 8 13
3 8 98
3 8 143
3 8 145
3 8 171
3 8 2
3 8 144
3 8 156
3 8 40
3 8 177
3 8 139
3 8 81
3 8 194
3 8 89
3 8 38
3 8 168
3 8 20
3 8 78
3 8 118
3 8 131
3 8 114
3 8 67
3 8 112
3 8 167
3 8 112
3 8 134
3 8 113
3 8 16
3 8 25
3 8 133
3 8 171
3 8 11
3 8 61
3 8 183
3 8 165
3 8 24
3 8 104
3 8 105
3 8 164
3 8 112
3 8 66
3 8 107
3 8 55
3 8 73
3 8 51
3 8 59
3 8 121
3 8 168
3 8 11
3 8 77
3 8 67
3 8 197
3 8 45
3 8 163
3 8 24
3 8 130
3 8 110
3 8 177
3 8 83
3 8 1
3 8 64
3 8 16
3 8 97
3 8 62
3 8 184
3 8 41
3 8 146
4 9 29
4 9 120
4 9 9
4 9 163
4 9 155
4 9 11
4 9 26
4 9 86
4 9 194
4 9 128
4 9 69
4 9 82
4 9 2
4 9 37
4 9 90
4 9 122
4 9 107
4 9 200
4 9 98
4 9 174
4 9 181
4 9 136
4 9 66
4 9 173
4 9 61
4 9 47
4 9 102
4 9 2
4 9 15
4 9 188
4 9 59
4 9 91
4 9 54
4 9 40
4 9 111
4 9 10
4 9 161
4 9 117
4 9 25
4 9 194
4 9 30
4 9 192
4 9 20
4 9 80
4 9 70
4 9 95
4 9 34
4 9 110
4 9 192
4 9 41
4 9 123
4 9 94
4 9 47
4 9 19
4 9 176
4 9 30
4 9 154
4 9 157
4 9 158
4 9 123
4 9 66
4 9 144
4 9 77
4 9 131
4 9 8
4 9 54
4 9 72
4 9 44
4 9 13
4 9 24
4 9 31
4 9 22
4 9 121
4 9 118
4 9 121
4 9 196
4 9 184
4 9 113
4 9 79
4 9 108
4 9 24
4 9 68
4 9 101
4 9 97
4 9 115
4 9 160
5 10 118
5 10 15
5 10 14
5 10 49
5 10 81
5 10 105
5 10 17
5 10 52
5 10 92
5 10 77
5 10 161
5 10 150
5 10 112
5 10 98
5 10 148
5 10 131
5 10 198
5 10 49
5 10 117
5 10 58
5 10 181
5 10 57
5 10 73
5 10 173
5 10 123
5 10 12
5 10 73
5 10 139
5 10 6
5 10 154
5 10 164
5 10 4
5 10 35
5 10 171
5 10 79
5 10 72
5 10 150
5 10 76
5 10 190
5 10 8
5 10 85
5 10 141
5 10 92
5 10 112
5 10 183
5 10 144
5 10 34
5 10 69
5 10 150
5 10 16
5 10 124
5 10 16
5 10 133
5 10 93
5 10 86
5 10 163
5 10 146
5 10 139
5 10 41
5 10 123
5 10 51
5 10 93
5 10 71
5 10 9
5 10 64
5 10 16
5 10 84
5 10 75
5 10 62
5 10 190
5 10 120
5 10 172
5 10 12
5 10 191
5 10 135
5 10 151
5 10 89
5 10 51
5 10 194
5 10 95
5 10 147
5 10 94
5 10 7
5 10 191
5 10 63
5 10 110
5 10 164
5 10 57
5 10 162
5 10 164
5 10 60
5 10 35
5 10 188
5 10 150
5 10 55
5 10 162
5 10 175
5 10 168
5 10 166
5 10 192
5 10 48
5 10 144
5 10 103
5 10 79
5 10 125
5 10 16
5 10 85
5 10 19
5 10 84
5 10 65
5 10 193
5 10 133
5 10 191
5 10 131
5 10 7
5 10 163
5 10 151
5 10 200
5 10 66
5 10 180
6 11 131
6 11 192
6 11 166
6 11 28
6 11 186
6 11 83
6 11 42
6 11 128
6 11 195
6 11 59
6 11 63
6 11 152
6 11 175
6 11 52
6 11 96
6 11 76
6 11 19
6 11 141
6 11 119
6 11 118
6 11 124
6 11 48
6 11 150
6 11 51
6 11 117
6 11 15
6 11 25
6 11 109
6 11 114
6 11 12
6 11 48
6 11 106
6 11 41
6 11 87
6 11 105
6 11 113
6 11 73
6 11 34
6 11 3
6 11 168
6 11 171
6 11 141
6 11 130
6 11 27
6 11 101
6 11 121
6 11 34
6 11 88
6 11 196
6 11 168
6 11 133
6 11 88
6 11 180
6 11 157
6 11 198
6 11 25
6 11 33
6 11 100
6 11 89
6 11 192
6 11 158
6 11 137
6 11 130
6 11 90
6 11 98
6 11 15
6 11 196
6 11 150
6 11 13
6 11 84
6 11 111
6 11 98
6 11 182
6 11 80
6 11 101
6 11 183
6 11 25
6 11 167
6 11 71
6 11 77
6 11 76
6 11 42
6 11 200
6 11 83
6 11 9
6 11 60
6 11 192
6 11 19
6 11 34
