5000 126533
1 6 28
1 6 32
1 6 34
1 6 13
1 6 40
1 6 4
1 6 29
1 6 3
1 6 44
1 6 50
1 6 9
1 6 24
1 6 46
1 6 33
1 6 15
1 6 36
1 6 47
1 6 29
1 6 36
1 6 45
1 6 24
1 6 16
1 6 47
1 6 46
1 6 29
1 6 33
1 6 20
1 6 2
1 6 16
1 6 29
1 6 1
1 6 3
1 6 16
1 6 24
1 6 25
1 6 16
1 6 40
1 6 49
1 6 30
1 6 24
1 6 41
1 6 14
1 6 50
1 6 42
1 6 17
1 6 22
2 7 29
2 7 25
2 7 44
2 7 3
2 7 17
2 7 14
2 7 40
2 7 42
2 7 6
2 7 4
2 7 7
2 7 38
2 7 34
2 7 17
2 7 5
2 7 24
2 7 31
2 7 41
2 7 45
2 7 28
2 7 25
2 7 32
2 7 18
2 7 18
2 7 48
2 7 16
2 7 13
2 7 32
2 7 7
2 7 31
2 7 3
2 7 39
2 7 40
2 7 19
2 7 23
2 7 37
2 7 1
2 7 29
2 7 38
2 7 17
2 7 3
2 7 32
2 7 12
2 7 47
2 7 5
2 7 25
2 7 45
2 7 37
3 8 7
3 8 25
3 8 5
3 8 30
3 8 34
3 8 11
3 8 6
3 8 25
3 8 4
3 8 16
3 8 42
3 8 46
3 8 19
3 8 30
3 8 7
3 8 46
3 8 24
3 8 7
3 8 32
3 8 42
3 8 45
3 8 36
3 8 29
3 8 29
3 8 22
3 8 39
3 8 3
3 8 34
3 8 33
3 8 20
3 8 42
3 8 17
3 8 7
3 8 23
3 8 16
3 8 38
3 8 28
3 8 39
3 8 39
3 8 42
3 8 19
3 8 43
3 8 17
3 8 32
3 8 32
3 8 41
3 8 45
4 9 21
4 9 24
4 9 13
4 9 36
4 9 36
4 9 32
4 9 29
4 9 5
4 9 10
4 9 7
4 9 50
4 9 6
4 9 15
4 9 16
4 9 27
4 9 44
4 9 48
4 9 41
4 9 50
4 9 36
4 9 5
4 9 42
4 9 14
4 9 13
4 9 23
4 9 40
4 9 12
4 9 16
4 9 28
4 9 10
4 9 28
4 9 31
4 9 40
4 9 34
4 9 39
4 9 24
4 9 44
4 9 50
4 9 21
4 9 41
4 9 22
5 10 42
5 10 3
5 10 34
5 10 35
5 10 2
5 10 46
5 10 32
5 10 25
5 10 3
5 10 38
5 10 6
5 10 38
5 10 44
5 10 43
5 10 47
5 10 30
5 10 5
5 10 44
5 10 41
5 10 13
5 10 36
5 10 43
5 10 33
5 10 33
5 10 24
5 10 40
5 10 36
5 10 19
5 10 21
5 10 45
5 10 34
5 10 6
5 10 47
5 10 12
5 10 31
5 10 4
5 10 9
5 10 1
5 10 10
5 10 3
5 10 12
5 10 31
5 10 7
5 10 7
5 10 44
5 10 39
5 10 47
5 10 2
5 10 19
5 10 8
5 10 19
5 10 20
5 10 4
5 10 15
5 10 28
5 10 27
5 10 29
5 10 13
5 10 26
5 10 24
5 10 13
5 10 9
5 10 21
5 10 29
5 10 38
5 10 36
5 10 29
6 11 45
6 11 20
6 11 46
6 11 46
6 11 6
6 11 24
6 11 14
6 11 30
6 11 10
6 11 17
6 11 46
6 11 41
6 11 47
6 11 36
6 11 1
6 11 29
6 11 49
6 11 48
6 11 13
6 11 18
6 11 32
6 11 49
6 11 27
6 11 1
6 11 15
6 11 14
6 11 49
6 11 32
6 11 9
6 11 11
6 11 17
6 11 35
6 11 37
6 11 15
6 11 44
6 11 23
6 11 22
6 11 37
6 11 4
6 11 50
6 11 34
6 11 3
6 11 8
7 12 28
7 12 22
7 12 34
7 12 35
7 12 38
7 12 46
7 12 14
7 12 7
7 12 13
7 12 29
7 12 28
7 12 24
7 12 32
7 12 3
7 12 32
7 12 34
7 12 48
7 12 11
7 12 48
7 12 47
7 12 32
7 12 5
7 12 21
7 12 11
7 12 3
7 12 13
7 12 20
7 12 32
7 12 12
7 12 31
7 12 22
7 12 24
7 12 21
7 12 43
7 12 9
7 12 43
7 12 27
7 12 34
7 12 19
7 12 35
7 12 7
7 12 45
7 12 50
7 12 14
7 12 16
7 12 35
7 12 40
7 12 40
7 12 22
7 12 16
7 12 15
7 12 22
7 12 14
8 13 35
8 13 23
8 13 10
8 13 27
8 13 6
8 13 6
8 13 42
8 13 27
8 13 33
8 13 22
8 13 4
8 13 48
8 13 17
8 13 24
8 13 5
8 13 47
8 13 12
8 13 42
8 13 32
8 13 27
8 13 33
8 13 24
8 13 4
8 13 13
8 13 1
8 13 40
8 13 44
8 13 30
8 13 21
8 13 28
8 13 37
8 13 3
8 13 25
8 13 18
8 13 31
8 13 36
8 13 43
8 13 1
8 13 33
8 13 35
8 13 40
8 13 42
8 13 49
8 13 14
8 13 33
8 13 32
8 13 21
8 13 1
8 13 11
8 13 47
8 13 35
8 13 44
8 13 8
8 13 20
8 13 40
8 13 21
8 13 34
8 13 44
9 14 8
9 14 9
9 14 7
9 14 32
9 14 42
9 14 37
9 14 30
9 14 26
9 14 31
9 14 36
9 14 15
9 14 34
9 14 33
9 14 19
9 14 6
9 14 49
9 14 47
9 14 37
9 14 42
9 14 16
9 14 20
9 14 28
9 14 43
9 14 1
9 14 18
9 14 3
9 14 3
9 14 24
9 14 23
9 14 8
9 14 23
9 14 43
9 14 9
9 14 4
9 14 6
9 14 26
9 14 12
9 14 11
9 14 21
9 14 37
9 14 9
9 14 25
9 14 43
9 14 41
9 14 13
9 14 26
9 14 29
9 14 27
9 14 44
9 14 2
10 15 20
10 15 17
10 15 28
10 15 20
10 15 8
10 15 22
10 15 6
10 15 7
10 15 24
10 15 26
10 15 21
10 15 19
10 15 18
10 15 42
10 15 12
10 15 19
10 15 16
10 15 32
10 15 34
10 15 35
10 15 2
10 15 3
10 15 20
10 15 28
10 15 36
10 15 35
10 15 1
10 15 13
10 15 26
10 15 39
10 15 50
10 15 19
10 15 41
10 15 6
10 15 45
10 15 30
10 15 13
10 15 48
10 15 49
10 15 36
10 15 48
10 15 11
10 15 47
10 15 21
10 15 46
10 15 44
10 15 23
10 15 41
10 15 32
10 15 26
10 15 36
11 16 49
11 16 16
11 16 48
11 16 29
11 16 18
11 16 47
11 16 31
11 16 1
11 16 28
11 16 15
11 16 35
11 16 46
11 16 15
11 16 41
11 16 12
11 16 20
11 16 40
11 16 31
11 16 18
11 16 27
11 16 34
11 16 4
11 16 50
11 16 20
11 16 25
11 16 18
11 16 10
11 16 9
11 16 18
11 16 48
11 16 27
11 16 47
11 16 27
11 16 36
11 16 4
11 16 14
11 16 44
11 16 31
11 16 50
11 16 26
11 16 16
11 16 11
11 16 40
11 16 47
11 16 33
11 16 42
11 16 37
11 16 15
11 16 4
11 16 49
11 16 5
11 16 33
11 16 19
11 16 44
11 16 45
11 16 26
11 16 34
11 16 50
11 16 47
11 16 4
11 16 43
11 16 5
11 16 28
11 16 14
11 16 18
11 16 13
12 17 49
12 17 14
12 17 39
12 17 13
12 17 17
12 17 49
12 17 50
12 17 12
12 17 25
12 17 17
12 17 8
12 17 44
12 17 20
12 17 34
12 17 9
12 17 43
12 17 8
