5000 127655
1 6 157
1 6 51
1 6 150
1 6 142
1 6 99
1 6 12
1 6 12
1 6 9
1 6 162
1 6 49
1 6 97
1 6 140
1 6 189
1 6 75
1 6 181
1 6 8
1 6 85
1 6 168
1 6 44
1 6 199
1 6 148
1 6 162
1 6 9
1 6 18
1 6 162
1 6 181
1 6 171
1 6 84
1 6 121
1 6 173
1 6 73
1 6 11
1 6 6
1 6 147
1 6 83
1 6 109
1 6 26
1 6 168
1 6 148
1 6 166
1 6 101
1 6 38
1 6 119
1 6 103
1 6 179
2 7 114
2 7 52
2 7 63
2 7 136
2 7 195
2 7 43
2 7 191
2 7 161
2 7 76
2 7 119
2 7 83
2 7 69
2 7 27
2 7 79
2 7 165
2 7 104
2 7 36
2 7 151
2 7 130
2 7 78
2 7 76
2 7 122
2 7 12
2 7 162
2 7 12
2 7 64
2 7 127
2 7 1
2 7 16
2 7 35
2 7 175
2 7 41
2 7 129
2 7 86
2 7 92
2 7 152
2 7 169
2 7 188
2 7 142
2 7 74
2 7 51
2 7 168
2 7 173
3 8 195
3 8 87
3 8 10
3 8 181
3 8 121
3 8 138
3 8 35
3 8 175
3 8 96
3 8 52
3 8 41
3 8 71
3 8 156
3 8 73
3 8 70
3 8 167
3 8 168
3 8 70
3 8 191
3 8 177
3 8 112
3 8 159
3 8 90
3 8 126
3 8 172
3 8 178
3 8 73
3 8 139
3 8 78
3 8 180
3 8 167
3 8 114
3 8 179
3 8 171
3 8 143
3 8 166
3 8 55
3 8 178
3 8 126
3 8 163
3 8 50
3 8 131
3 8 129
3 8 158
3 8 199
3 8 183
3 8 88
3 8 27
3 8 34
3 8 155
3 8 134
3 8 194
3 8 130
3 8 177
3 8 53
3 8 100
3 8 110
3 8 154
3 8 172
3 8 47
3 8 193
3 8 143
3 8 93
4 9 155
4 9 94
4 9 173
4 9 21
4 9 24
4 9 134
4 9 170
4 9 6
4 9 50
4 9 119
4 9 11
4 9 114
4 9 150
4 9 14
4 9 121
4 9 55
4 9 3
4 9 192
4 9 178
4 9 122
4 9 29
4 9 44
4 9 64
4 9 13
4 9 176
4 9 55
4 9 30
4 9 180
4 9 171
4 9 102
4 9 27
4 9 6
4 9 5
4 9 53
4 9 188
4 9 193
4 9 72
4 9 143
4 9 188
4 9 96
4 9 35
4 9 174
4 9 64
4 9 72
5 10 199
5 10 6
5 10 152
5 10 67
5 10 12
5 10 163
5 10 99
5 10 14
5 10 12
5 10 161
5 10 12
5 10 46
5 10 59
5 10 84
5 10 135
5 10 151
5 10 148
5 10 35
5 10 119
5 10 57
5 10 128
5 10 144
5 10 197
5 10 17
5 10 59
5 10 135
5 10 96
5 10 1
5 10 78
5 10 93
5 10 34
5 10 185
5 10 58
5 10 171
5 10 99
5 10 58
5 10 142
5 10 120
5 10 97
5 10 3
5 10 126
5 10 155
5 10 96
5 10 99
5 10 117
5 10 180
5 10 66
5 10 106
5 10 22
5 10 12
5 10 180
5 10 28
5 10 169
6 11 73
6 11 55
6 11 106
6 11 45
6 11 130
6 11 143
6 11 24
6 11 112
6 11 72
6 11 182
6 11 56
6 11 70
6 11 66
6 11 79
6 11 90
6 11 189
6 11 34
6 11 194
6 11 150
6 11 53
6 11 61
6 11 137
6 11 96
6 11 195
6 11 126
6 11 64
6 11 13
6 11 72
6 11 37
6 11 18
6 11 149
6 11 75
6 11 190
6 11 103
6 11 7
6 11 193
6 11 180
6 11 132
6 11 119
6 11 158
6 11 112
6 11 135
6 11 129
6 11 137
6 11 3
6 11 88
7 12 128
7 12 17
7 12 94
7 12 83
7 12 128
7 12 51
7 12 101
7 12 116
7 12 23
7 12 96
7 12 3
7 12 125
7 12 94
7 12 144
7 12 182
7 12 98
7 12 40
7 12 12
7 12 27
7 12 58
7 12 53
7 12 1
7 12 34
7 12 147
7 12 178
7 12 124
7 12 14
7 12 55
7 12 120
7 12 145
7 12 114
7 12 68
7 12 9
7 12 43
7 12 178
7 12 102
7 12 38
7 12 173
7 12 99
7 12 200
7 12 63
7 12 195
7 12 42
7 12 137
7 12 66
7 12 174
7 12 60
7 12 153
7 12 98
7 12 28
8 13 189
8 13 33
8 13 155
8 13 115
8 13 181
8 13 138
8 13 138
8 13 55
8 13 44
8 13 52
8 13 62
8 13 26
8 13 71
8 13 102
8 13 70
8 13 166
8 13 135
8 13 16
8 13 19
8 13 39
8 13 188
8 13 24
8 13 36
8 13 35
8 13 141
8 13 168
8 13 74
8 13 200
8 13 178
8 13 147
8 13 19
8 13 64
8 13 33
8 13 21
8 13 102
8 13 93
8 13 131
8 13 123
8 13 176
8 13 4
8 13 166
8 13 195
8 13 158
8 13 47
8 13 118
8 13 32
8 13 68
8 13 1
9 14 75
9 14 18
9 14 145
9 14 19
9 14 181
9 14 53
9 14 97
9 14 137
9 14 138
9 14 59
9 14 59
9 14 85
9 14 150
9 14 73
9 14 119
9 14 195
9 14 160
9 14 124
9 14 17
9 14 47
9 14 190
9 14 19
9 14 119
9 14 196
9 14 3
9 14 159
9 14 14
9 14 144
9 14 111
9 14 153
9 14 21
9 14 95
9 14 170
9 14 74
9 14 40
9 14 72
9 14 51
9 14 15
9 14 71
9 14 90
9 14 139
10 15 134
10 15 32
10 15 191
10 15 76
10 15 131
10 15 144
10 15 66
10 15 66
10 15 12
10 15 78
10 15 111
10 15 5
10 15 93
10 15 101
10 15 111
10 15 140
10 15 80
10 15 181
10 15 133
10 15 24
10 15 185
10 15 89
10 15 170
10 15 29
10 15 94
10 15 57
10 15 50
10 15 46
10 15 25
10 15 72
10 15 122
10 15 89
10 15 91
10 15 143
10 15 74
10 15 163
10 15 120
10 15 129
10 15 58
10 15 13
11 16 41
11 16 108
11 16 176
11 16 180
11 16 28
11 16 117
11 16 111
11 16 9
11 16 157
11 16 17
11 16 134
11 16 131
11 16 193
11 16 192
11 16 109
11 16 137
11 16 40
11 16 9
11 16 95
11 16 94
11 16 76
11 16 92
11 16 54
11 16 102
11 16 139
11 16 134
11 16 160
11 16 87
11 16 53
11 16 61
11 16 3
11 16 165
11 16 119
11 16 19
11 16 199
11 16 27
11 16 128
11 16 160
11 16 142
11 16 81
11 16 196
11 16 187
11 16 147
11 16 4
11 16 59
11 16 161
11 16 178
11 16 26
11 16 105
11 16 29
11 16 55
11 16 97
11 16 3
11 16 77
11 16 38
11 16 27
11 16 117
11 16 60
11 16 174
12 17 175
12 17 162
12 17 140
12 17 79
12 17 145
12 17 71
12 17 182
12 17 149
12 17 192
12 17 169
12 17 145
12 17 183
12 17 167
12 17 169
12 17 145
12 17 164
12 17 177
12 17 25
12 17 4
12 17 13
12 17 12
12 17 126
12 17 191
12 17 171
12 17 183
12 17 17
12 17 76
12 17 36
12 17 16
12 17 46
12 17 99
12 17 199
12 17 102
12 17 2
12 17 41
12 17 157
12 17 45
12 17 10
12 17 190
12 17 113
12 17 197
12 17 161
12 17 28
12 17 138
12 17 69
13 18 130
13 18 123
13 18 10
13 18 16
13 18 38
13 18 47
13 18 30
13 18 148
13 18 3
13 18 48
13 18 159
13 18 2
13 18 136
13 18 182
13 18 167
13 18 18
13 18 22
13 18 73
13 18 171
13 18 143
13 18 22
13 18 64
13 18 8
13 18 184
13 18 98
13 18 78
13 18 143
