5000 126533
1 6 112
1 6 128
1 6 136
1 6 50
1 6 158
1 6 13
1 6 115
1 6 10
1 6 174
1 6 200
1 6 33
1 6 95
1 6 181
1 6 131
1 6 57
1 6 143
1 6 186
1 6 113
1 6 144
1 6 180
1 6 93
1 6 63
1 6 187
1 6 183
1 6 115
1 6 131
1 6 80
1 6 8
1 6 63
1 6 114
1 6 3
1 6 10
1 6 63
1 6 93
1 6 99
1 6 62
1 6 159
1 6 193
1 6 119
1 6 94
1 6 164
1 6 54
1 6 200
1 6 168
1 6 67
1 6 85
2 7 115
2 7 98
2 7 173
2 7 12
2 7 66
2 7 53
2 7 159
2 7 166
2 7 23
2 7 16
2 7 25
2 7 152
2 7 135
2 7 65
2 7 19
2 7 96
2 7 124
2 7 163
2 7 177
2 7 109
2 7 99
2 7 125
2 7 72
2 7 71
2 7 189
2 7 62
2 7 50
2 7 126
2 7 26
2 7 121
2 7 12
2 7 154
2 7 159
2 7 76
2 7 90
2 7 148
2 7 2
2 7 114
2 7 151
2 7 68
2 7 10
2 7 128
2 7 46
2 7 188
2 7 20
2 7 99
2 7 177
2 7 147
3 8 26
3 8 100
3 8 19
3 8 117
3 8 133
3 8 41
3 8 23
3 8 98
3 8 16
3 8 64
3 8 168
3 8 181
3 8 75
3 8 120
3 8 27
3 8 183
3 8 96
3 8 28
3 8 126
3 8 165
3 8 179
3 8 142
3 8 115
3 8 114
3 8 87
3 8 155
3 8 9
3 8 133
3 8 132
3 8 80
3 8 165
3 8 66
3 8 28
3 8 90
3 8 63
3 8 151
3 8 111
3 8 153
3 8 153
3 8 166
3 8 75
3 8 170
3 8 66
3 8 125
3 8 126
3 8 163
3 8 178
4 9 84
4 9 96
4 9 49
4 9 143
4 9 142
4 9 128
4 9 114
4 9 19
4 9 40
4 9 28
4 9 197
4 9 24
4 9 58
4 9 61
4 9 105
4 9 173
4 9 189
4 9 161
4 9 199
4 9 144
4 9 19
4 9 168
4 9 56
4 9 52
4 9 91
4 9 159
4 9 47
4 9 64
4 9 109
4 9 37
4 9 109
4 9 124
4 9 159
4 9 136
4 9 153
4 9 94
4 9 175
4 9 199
4 9 82
4 9 164
4 9 86
5 10 165
5 10 12
5 10 133
5 10 137
5 10 6
5 10 183
5 10 125
5 10 98
5 10 10
5 10 152
5 10 21
5 10 149
5 10 173
5 10 169
5 10 185
5 10 119
5 10 20
5 10 176
5 10 162
5 10 51
5 10 141
5 10 169
5 10 130
5 10 129
5 10 95
5 10 158
5 10 144
5 10 76
5 10 81
5 10 180
5 10 133
5 10 22
5 10 185
5 10 47
5 10 122
5 10 13
5 10 34
5 10 2
5 10 39
5 10 12
5 10 48
5 10 124
5 10 26
5 10 25
5 10 173
5 10 154
5 10 185
5 10 5
5 10 76
5 10 31
5 10 75
5 10 78
5 10 14
5 10 58
5 10 112
5 10 105
5 10 116
5 10 49
5 10 103
5 10 94
5 10 52
5 10 34
5 10 84
5 10 116
5 10 151
5 10 143
5 10 116
6 11 180
6 11 78
6 11 181
6 11 183
6 11 23
6 11 96
6 11 55
6 11 119
6 11 39
6 11 67
6 11 183
6 11 163
6 11 187
6 11 143
6 11 2
6 11 113
6 11 195
6 11 189
6 11 50
6 11 69
6 11 126
6 11 195
6 11 105
6 11 2
6 11 60
6 11 54
6 11 196
6 11 126
6 11 36
6 11 44
6 11 65
6 11 139
6 11 147
6 11 57
6 11 175
6 11 91
6 11 87
6 11 145
6 11 16
6 11 198
6 11 134
6 11 9
6 11 29
7 12 112
7 12 87
7 12 136
7 12 140
7 12 152
7 12 181
7 12 55
7 12 27
7 12 49
7 12 114
7 12 112
7 12 96
7 12 125
7 12 9
7 12 128
7 12 133
7 12 191
7 12 42
7 12 192
7 12 187
7 12 125
7 12 20
7 12 83
7 12 41
7 12 12
7 12 49
7 12 80
7 12 127
7 12 45
7 12 121
7 12 87
7 12 95
7 12 81
7 12 170
7 12 33
7 12 172
7 12 106
