5000 125538
1 6 38
1 6 6
1 6 33
1 6 23
1 6 7
1 6 14
1 6 45
1 6 33
1 6 23
1 6 24
1 6 36
1 6 17
1 6 12
1 6 9
1 6 12
1 6 43
1 6 41
1 6 40
1 6 31
1 6 15
1 6 2
1 6 6
1 6 3
1 6 5
1 6 31
1 6 20
1 6 18
1 6 36
1 6 6
1 6 44
1 6 17
1 6 27
1 6 47
1 6 5
1 6 32
1 6 18
1 6 46
1 6 33
1 6 49
1 6 33
1 6 11
1 6 35
1 6 26
1 6 16
1 6 49
1 6 26
1 6 27
1 6 39
1 6 31
1 6 43
2 7 6
2 7 48
2 7 27
2 7 3
2 7 40
2 7 9
2 7 27
2 7 27
2 7 21
2 7 40
2 7 29
2 7 46
2 7 35
2 7 35
2 7 38
2 7 44
2 7 18
2 7 5
2 7 5
2 7 38
2 7 15
2 7 24
2 7 41
2 7 17
2 7 27
2 7 48
2 7 2
2 7 42
2 7 13
2 7 17
2 7 19
2 7 42
2 7 39
2 7 7
2 7 4
2 7 34
2 7 6
2 7 47
2 7 26
2 7 24
2 7 48
2 7 15
2 7 8
2 7 16
2 7 42
2 7 35
2 7 40
2 7 15
2 7 7
2 7 41
2 7 45
2 7 7
2 7 36
2 7 49
2 7 39
3 8 15
3 8 35
3 8 39
3 8 3
3 8 6
3 8 39
3 8 22
3 8 31
3 8 33
3 8 9
3 8 3
3 8 8
3 8 50
3 8 2
3 8 48
3 8 13
3 8 15
3 8 21
3 8 20
3 8 50
3 8 13
3 8 11
3 8 33
3 8 5
3 8 42
3 8 23
3 8 7
3 8 8
3 8 20
3 8 21
3 8 45
3 8 28
3 8 15
3 8 27
3 8 7
3 8 17
3 8 13
3 8 32
3 8 29
3 8 8
3 8 40
3 8 4
3 8 16
3 8 7
4 9 32
4 9 34
4 9 24
4 9 6
4 9 47
4 9 19
4 9 30
4 9 15
4 9 31
4 9 15
4 9 50
4 9 5
4 9 36
4 9 16
4 9 2
4 9 4
4 9 38
4 9 44
4 9 41
4 9 20
4 9 32
4 9 1
4 9 12
4 9 20
4 9 1
4 9 27
4 9 26
4 9 9
4 9 49
4 9 32
4 9 39
4 9 34
4 9 25
4 9 38
4 9 10
4 9 8
4 9 6
4 9 42
4 9 35
4 9 34
4 9 4
4 9 42
4 9 12
4 9 49
4 9 4
4 9 49
4 9 13
4 9 14
4 9 6
4 9 11
4 9 25
4 9 8
4 9 8
4 9 46
4 9 25
4 9 8
5 10 5
5 10 43
5 10 41
5 10 6
5 10 16
5 10 8
5 10 27
5 10 6
5 10 5
5 10 11
5 10 6
5 10 41
5 10 26
5 10 40
5 10 40
5 10 39
5 10 44
5 10 34
5 10 28
5 10 41
5 10 12
5 10 28
5 10 41
5 10 44
5 10 30
5 10 31
5 10 31
5 10 34
5 10 15
5 10 31
5 10 46
5 10 23
5 10 39
5 10 45
5 10 11
5 10 36
5 10 11
5 10 24
5 10 49
5 10 19
5 10 1
5 10 28
5 10 35
5 10 27
5 10 26
5 10 42
5 10 22
5 10 38
5 10 21
5 10 2
6 11 25
6 11 12
6 11 16
6 11 48
6 11 19
6 11 34
6 11 36
6 11 50
6 11 5
6 11 41
6 11 41
6 11 4
6 11 27
6 11 35
6 11 49
6 11 5
6 11 36
6 11 23
6 11 31
6 11 16
6 11 46
6 11 39
6 11 22
6 11 28
6 11 18
6 11 47
6 11 11
6 11 44
6 11 37
6 11 15
6 11 38
6 11 26
6 11 6
6 11 14
6 11 6
6 11 4
6 11 9
6 11 27
6 11 31
6 11 27
6 11 37
6 11 49
6 11 16
6 11 35
6 11 5
6 11 1
6 11 17
6 11 41
6 11 7
6 11 27
6 11 18
6 11 19
6 11 15
6 11 44
6 11 41
7 12 29
7 12 24
7 12 3
7 12 16
7 12 22
7 12 34
7 12 24
7 12 49
7 12 2
7 12 3
7 12 27
7 12 13
7 12 2
7 12 16
7 12 30
7 12 23
7 12 19
7 12 31
7 12 46
7 12 49
7 12 25
7 12 20
7 12 19
7 12 39
7 12 13
7 12 24
7 12 33
7 12 38
7 12 39
7 12 34
7 12 37
7 12 49
7 12 3
7 12 46
7 12 18
7 12 42
7 12 50
7 12 15
7 12 39
7 12 28
7 12 18
7 12 40
7 12 14
7 12 26
7 12 1
7 12 26
7 12 48
7 12 45
7 12 11
7 12 36
7 12 20
7 12 25
7 12 2
7 12 33
7 12 22
7 12 33
7 12 21
8 13 44
8 13 23
8 13 39
8 13 37
8 13 35
8 13 9
8 13 16
8 13 17
8 13 8
8 13 37
8 13 12
8 13 47
8 13 12
8 13 38
8 13 21
8 13 30
8 13 21
8 13 46
8 13 29
8 13 10
8 13 2
8 13 7
8 13 43
8 13 37
8 13 3
8 13 26
8 13 9
8 13 28
8 13 1
8 13 24
8 13 38
8 13 47
8 13 9
8 13 31
8 13 28
8 13 36
8 13 7
8 13 40
8 13 26
8 13 28
8 13 49
8 13 23
8 13 38
9 14 8
9 14 36
9 14 15
9 14 45
9 14 28
9 14 16
9 14 48
9 14 43
9 14 36
9 14 16
9 14 44
9 14 21
9 14 10
9 14 16
9 14 8
9 14 31
9 14 33
9 14 15
9 14 43
9 14 50
9 14 19
9 14 27
9 14 10
9 14 11
9 14 33
9 14 50
9 14 32
9 14 33
9 14 6
9 14 30
9 14 14
9 14 26
9 14 23
9 14 37
9 14 23
9 14 18
9 14 39
9 14 25
9 14 13
9 14 36
9 14 38
9 14 28
9 14 23
9 14 36
9 14 17
9 14 2
9 14 49
9 14 35
9 14 32
9 14 38
9 14 50
10 15 25
10 15 4
10 15 3
10 15 6
10 15 8
10 15 19
10 15 19
10 15 1
10 15 50
10 15 25
10 15 31
10 15 4
10 15 28
10 15 3
10 15 33
10 15 40
10 15 36
10 15 43
10 15 41
10 15 20
10 15 43
10 15 39
10 15 47
10 15 10
10 15 2
10 15 25
10 15 40
10 15 27
10 15 31
10 15 16
10 15 13
10 15 25
10 15 2
10 15 33
10 15 45
10 15 20
10 15 9
10 15 45
10 15 12
10 15 39
10 15 19
10 15 11
10 15 12
10 15 12
10 15 45
10 15 42
10 15 16
10 15 23
10 15 16
10 15 38
10 15 46
10 15 27
10 15 50
10 15 2
10 15 49
10 15 22
11 16 25
11 16 44
11 16 40
11 16 26
11 16 11
11 16 3
11 16 44
11 16 22
11 16 27
11 16 49
11 16 7
11 16 9
11 16 32
11 16 35
11 16 20
11 16 20
11 16 17
11 16 14
11 16 3
11 16 11
11 16 3
11 16 4
11 16 23
11 16 36
11 16 26
11 16 19
11 16 19
11 16 50
11 16 15
11 16 12
11 16 37
11 16 14
11 16 4
11 16 39
11 16 13
11 16 15
11 16 1
11 16 9
11 16 39
11 16 34
11 16 7
11 16 15
11 16 23
11 16 13
11 16 8
11 16 46
12 17 21
12 17 47
12 17 22
12 17 22
12 17 40
12 17 31
12 17 18
12 17 10
12 17 33
12 17 48
12 17 12
12 17 6
12 17 8
12 17 36
12 17 8
12 17 47
12 17 50
12 17 5
12 17 31
12 17 32
12 17 1
12 17 2
12 17 36
12 17 22
12 17 4
12 17 37
12 17 43
12 17 44
12 17 48
12 17 11
12 17 45
12 17 27
12 17 39
12 17 46
12 17 42
12 17 31
12 17 37
12 17 35
12 17 44
12 17 47
12 17 47
12 17 48
12 17 14
12 17 46
12 17 31
12 17 48
12 17 1
12 17 32
12 17 7
12 17 13
12 17 39
12 17 38
12 17 46
13 18 35
13 18 43
13 18 41
13 18 5
13 18 43
13 18 50
13 18 27
13 18 1
13 18 33
13 18 4
13 18 26
13 18 18
13 18 49
13 18 48
13 18 14
13 18 37
13 18 25
13 18 8
13 18 50
13 18 7
13 18 15
13 18 3
13 18 21
13 18 43
13 18 38
13 18 11
13 18 37
13 18 20
13 18 42
13 18 38
13 18 49
13 18 4
13 18 36
13 18 42
13 18 26
13 18 37
13 18 44
13 18 48
13 18 8
13 18 33
13 18 33
13 18 6
13 18 33
13 18 17
13 18 38
13 18 18
14 19 37
14 19 26
14 19 5
14 19 5
14 19 36
14 19 48
14 19 38
14 19 16
14 19 40
14 19 35
14 19 19
14 19 49
14 19 1
14 19 10
14 19 47
14 19 1
14 19 38
14 19 31
14 19 6
14 19 31
14 19 6
14 19 14
14 19 40
14 19 40
14 19 32
14 19 17
14 19 35
14 19 36
14 19 41
14 19 22
14 19 9
14 19 49
14 19 28
14 19 21
14 19 50
14 19 11
14 19 10
14 19 35
14 19 38
14 19 17
14 19 9
14 19 49
14 19 1
14 19 19
14 19 26
14 19 26
14 19 47
14 19 28
14 19 21
14 19 13
14 19 5
14 19 5
14 19 7
14 19 33
14 19 37
15 20 21
15 20 43
15 20 10
15 20 30
15 20 11
15 20 46
15 20 37
15 20 6
15 20 28
15 20 23
15 20 50
15 20 12
15 20 20
15 20 23
15 20 33
15 20 32
15 20 23
15 20 37
15 20 5
15 20 31
15 20 49
15 20 44
15 20 12
15 20 33
15 20 12
15 20 20
15 20 19
15 20 34
15 20 12
15 20 20
15 20 39
15 20 42
15 20 48
15 20 49
15 20 14
15 20 19
15 20 41
15 20 11
15 20 36
15 20 41
16 21 10
16 21 37
16 21 12
16 21 34
16 21 29
16 21 24
16 21 16
16 21 41
16 21 19
16 21 5
16 21 39
16 21 3
16 21 8
16 21 37
16 21 12
16 21 1
16 21 13
16 21 26
16 21 37
16 21 43
16 21 43
16 21 45
16 21 41
16 21 50
16 21 7
16 21 26
16 21 18
16 21 3
16 21 46
16 21 11
16 21 34
16 21 39
16 21 3
16 21 36
16 21 27
16 21 1
16 21 19
16 21 33
16 21 30
16 21 9
16 21 25
16 21 27
16 21 17
16 21 44
16 21 34
16 21 36
16 21 4
16 21 6
16 21 32
16 21 24
16 21 50
16 21 38
16 21 9
16 21 20
16 21 45
16 21 29
16 21 37
16 21 42
17 22 28
17 22 6
17 22 23
17 22 3
17 22 35
17 22 17
17 22 20
17 22 47
17 22 27
17 22 27
17 22 4
17 22 44
17 22 19
17 22 29
17 22 37
17 22 10
17 22 49
17 22 25
17 22 30
17 22 5
17 22 18
17 22 20
17 22 39
17 22 6
17 22 10
17 22 14
17 22 43
17 22 8
17 22 29
17 22 18
17 22 24
17 22 30
17 22 37
17 22 15
17 22 24
17 22 23
17 22 7
17 22 48
17 22 40
17 22 10
17 22 1
17 22 27
17 22 17
17 22 37
17 22 14
17 22 32
17 22 30
17 22 20
17 22 33
17 22 8
18 23 42
18 23 3
18 23 50
18 23 30
18 23 29
18 23 23
18 23 44
18 23 11
18 23 40
18 23 38
18 23 38
18 23 14
18 23 33
18 23 8
18 23 9
18 23 6
18 23 4
18 23 31
18 23 17
18 23 28
18 23 45
18 23 20
18 23 11
18 23 18
18 23 23
18 23 19
18 23 25
18 23 15
18 23 44
18 23 31
18 23 40
18 23 15
18 23 38
18 23 7
18 23 16
18 23 9
18 23 44
18 23 39
18 23 17
18 23 41
18 23 39
18 23 13
18 23 30
18 23 10
19 24 17
19 24 18
19 24 25
19 24 20
19 24 37
19 24 16
19 24 15
19 24 26
19 24 15
19 24 32
19 24 27
19 24 29
19 24 42
19 24 47
19 24 25
19 24 49
19 24 8
19 24 31
19 24 35
19 24 33
19 24 27
19 24 1
19 24 23
19 24 34
19 24 42
19 24 44
19 24 16
19 24 13
19 24 28
19 24 37
19 24 32
19 24 15
19 24 16
19 24 18
19 24 28
