5000 127632
1 6 25
1 6 22
1 6 1
1 6 49
1 6 35
1 6 28
1 6 13
1 6 28
1 6 6
1 6 3
1 6 14
1 6 32
1 6 24
1 6 40
1 6 12
1 6 38
1 6 47
1 6 16
1 6 35
1 6 49
1 6 47
1 6 37
1 6 22
1 6 32
1 6 26
1 6 3
1 6 48
1 6 7
1 6 36
1 6 20
1 6 3
1 6 28
1 6 42
1 6 33
1 6 18
1 6 33
1 6 46
1 6 15
2 7 24
2 7 36
2 7 50
2 7 37
2 7 19
2 7 18
2 7 10
2 7 17
2 7 42
2 7 10
2 7 23
2 7 33
2 7 13
2 7 3
2 7 40
2 7 26
2 7 3
2 7 39
2 7 15
2 7 11
2 7 14
2 7 47
2 7 47
2 7 49
2 7 45
2 7 5
2 7 13
2 7 46
2 7 24
2 7 30
2 7 46
2 7 14
2 7 28
2 7 50
2 7 13
2 7 1
2 7 20
2 7 18
2 7 47
2 7 49
2 7 35
2 7 46
2 7 26
2 7 44
2 7 25
2 7 40
2 7 19
2 7 48
2 7 45
2 7 41
2 7 37
2 7 47
2 7 22
2 7 47
2 7 41
2 7 36
2 7 44
2 7 6
2 7 20
2 7 47
2 7 25
2 7 34
3 8 3
3 8 34
3 8 46
3 8 22
3 8 34
3 8 22
3 8 47
3 8 22
3 8 33
3 8 4
3 8 7
3 8 50
3 8 21
3 8 16
3 8 1
3 8 17
3 8 29
3 8 13
3 8 6
3 8 27
3 8 44
3 8 18
3 8 17
3 8 7
3 8 46
3 8 4
3 8 7
3 8 47
3 8 15
3 8 13
3 8 48
3 8 27
3 8 30
3 8 41
3 8 24
3 8 39
3 8 5
3 8 25
3 8 9
3 8 6
3 8 38
3 8 37
3 8 23
3 8 12
3 8 20
3 8 3
3 8 21
4 9 20
4 9 26
4 9 41
4 9 36
4 9 45
4 9 32
4 9 2
4 9 4
4 9 30
4 9 38
4 9 41
4 9 33
4 9 44
4 9 4
4 9 35
4 9 48
4 9 37
4 9 23
4 9 48
4 9 39
4 9 33
4 9 16
4 9 26
4 9 15
4 9 4
4 9 19
4 9 46
4 9 19
4 9 33
4 9 28
4 9 46
4 9 46
4 9 47
4 9 46
4 9 43
4 9 36
4 9 32
4 9 33
4 9 4
4 9 23
4 9 8
4 9 40
4 9 3
4 9 46
4 9 12
4 9 23
4 9 39
5 10 35
5 10 25
5 10 16
5 10 7
5 10 28
5 10 6
5 10 37
5 10 41
5 10 22
5 10 43
5 10 10
5 10 28
5 10 28
5 10 22
5 10 12
5 10 36
5 10 12
5 10 41
5 10 48
5 10 11
5 10 7
5 10 12
5 10 46
5 10 9
5 10 45
5 10 28
5 10 18
5 10 29
5 10 31
5 10 29
5 10 24
5 10 48
5 10 14
5 10 34
5 10 44
5 10 27
5 10 46
5 10 36
5 10 26
5 10 16
5 10 32
5 10 46
5 10 16
5 10 14
6 11 6
6 11 43
6 11 46
6 11 49
6 11 20
6 11 20
6 11 11
6 11 36
6 11 47
6 11 40
6 11 46
6 11 13
6 11 37
6 11 23
6 11 3
6 11 20
6 11 44
6 11 50
6 11 20
6 11 4
6 11 15
6 11 3
6 11 12
6 11 32
6 11 48
6 11 15
6 11 2
6 11 41
6 11 23
6 11 6
6 11 32
6 11 8
6 11 24
6 11 4
6 11 8
6 11 49
6 11 35
