5000 127632
1 6 50
1 6 43
1 6 2
1 6 97
1 6 69
1 6 55
1 6 26
1 6 55
1 6 12
1 6 6
1 6 28
1 6 63
1 6 48
1 6 80
1 6 23
1 6 75
1 6 93
1 6 31
1 6 69
1 6 98
1 6 94
1 6 74
1 6 44
1 6 63
1 6 51
1 6 5
1 6 96
1 6 13
1 6 71
1 6 40
1 6 5
1 6 56
1 6 84
1 6 66
1 6 36
1 6 66
1 6 91
1 6 29
2 7 47
2 7 71
2 7 99
2 7 73
2 7 38
2 7 36
2 7 20
2 7 33
2 7 84
2 7 20
2 7 45
2 7 65
2 7 26
2 7 6
2 7 79
2 7 52
2 7 5
2 7 77
2 7 30
2 7 21
2 7 28
2 7 93
2 7 94
2 7 97
2 7 90
2 7 9
2 7 26
2 7 92
2 7 48
2 7 60
2 7 92
2 7 28
2 7 56
2 7 100
2 7 26
2 7 2
2 7 40
2 7 35
2 7 94
2 7 98
2 7 70
2 7 92
2 7 52
2 7 87
2 7 49
2 7 79
2 7 37
2 7 95
2 7 90
2 7 81
2 7 74
2 7 93
2 7 43
2 7 94
2 7 82
2 7 71
2 7 88
2 7 11
2 7 40
2 7 94
2 7 49
2 7 67
3 8 5
3 8 67
3 8 91
3 8 44
3 8 67
3 8 44
3 8 94
3 8 43
3 8 65
3 8 7
3 8 13
3 8 99
3 8 42
3 8 32
3 8 1
3 8 33
3 8 57
3 8 26
3 8 11
3 8 53
3 8 87
3 8 36
3 8 33
3 8 13
3 8 92
3 8 7
3 8 14
3 8 94
3 8 29
3 8 25
3 8 96
3 8 53
3 8 60
3 8 81
3 8 48
3 8 77
3 8 9
3 8 49
3 8 18
3 8 11
3 8 75
3 8 74
3 8 46
3 8 23
3 8 40
3 8 6
3 8 41
4 9 39
4 9 51
4 9 81
4 9 71
4 9 89
4 9 63
4 9 3
4 9 8
4 9 60
4 9 75
4 9 81
4 9 65
4 9 87
4 9 7
4 9 69
4 9 95
4 9 74
4 9 46
4 9 95
4 9 78
4 9 65
4 9 32
4 9 51
4 9 30
4 9 8
4 9 38
4 9 91
4 9 37
4 9 66
4 9 55
4 9 92
4 9 91
4 9 94
4 9 91
4 9 85
4 9 71
4 9 64
4 9 66
4 9 7
4 9 46
4 9 16
4 9 79
4 9 5
4 9 92
4 9 24
4 9 46
4 9 77
5 10 70
5 10 50
5 10 32
5 10 14
5 10 56
5 10 11
5 10 73
5 10 81
5 10 43
5 10 86
5 10 19
5 10 55
5 10 55
5 10 44
5 10 24
5 10 72
5 10 23
5 10 82
5 10 96
5 10 22
5 10 13
5 10 24
5 10 91
5 10 17
5 10 90
5 10 56
5 10 35
5 10 58
5 10 61
5 10 58
5 10 47
5 10 96
5 10 28
5 10 68
5 10 87
5 10 54
5 10 91
5 10 72
5 10 51
5 10 32
5 10 63
5 10 91
5 10 32
5 10 28
6 11 12
6 11 85
6 11 91
6 11 98
6 11 39
6 11 40
6 11 22
6 11 71
6 11 93
6 11 80
6 11 92
6 11 25
6 11 73
6 11 46
6 11 5
6 11 39
6 11 88
6 11 99
6 11 40
6 11 7
6 11 30
6 11 5
6 11 24
6 11 64
6 11 95
6 11 30
6 11 3
6 11 81
6 11 45
6 11 12
6 11 64
6 11 16
6 11 47
6 11 7
6 11 15
6 11 98
6 11 70
6 11 58
6 11 59
6 11 56
6 11 28
6 11 95
6 11 47
6 11 97
6 11 23
6 11 71
6 11 20
6 11 23
6 11 69
6 11 88
7 12 29
7 12 46
7 12 82
7 12 43
7 12 36
7 12 22
7 12 71
7 12 99
7 12 33
7 12 83
7 12 32
7 12 45
7 12 96
7 12 86
7 12 33
7 12 67
7 12 78
7 12 46
7 12 66
7 12 81
7 12 65
7 12 89
7 12 95
7 12 19
7 12 93
7 12 79
7 12 5
7 12 62
7 12 41
7 12 55
7 12 97
7 12 35
7 12 60
7 12 89
7 12 71
7 12 59
7 12 41
7 12 76
7 12 77
7 12 84
7 12 18
7 12 21
7 12 32
7 12 30
7 12 2
7 12 94
7 12 20
7 12 2
7 12 62
7 12 45
8 13 79
8 13 13
8 13 61
8 13 23
8 13 60
8 13 43
8 13 16
8 13 9
8 13 49
8 13 75
8 13 94
8 13 38
8 13 51
8 13 67
8 13 80
8 13 65
8 13 36
8 13 90
8 13 18
8 13 73
8 13 87
8 13 24
8 13 38
8 13 30
8 13 55
8 13 97
8 13 34
8 13 45
8 13 86
8 13 22
8 13 68
8 13 21
8 13 32
8 13 35
8 13 32
8 13 2
8 13 99
8 13 59
8 13 7
8 13 30
8 13 92
8 13 92
8 13 93
8 13 71
8 13 73
8 13 53
8 13 39
9 14 84
9 14 27
9 14 1
9 14 54
9 14 84
9 14 39
9 14 51
9 14 79
9 14 57
9 14 11
9 14 79
9 14 60
9 14 46
9 14 49
9 14 69
9 14 27
9 14 36
9 14 28
9 14 37
9 14 36
9 14 26
9 14 7
9 14 55
9 14 33
9 14 36
9 14 18
9 14 26
9 14 68
9 14 96
9 14 55
9 14 13
9 14 83
9 14 13
9 14 44
9 14 44
9 14 51
9 14 27
9 14 29
9 14 78
9 14 92
9 14 51
9 14 56
9 14 38
9 14 97
9 14 30
9 14 64
9 14 26
10 15 41
10 15 35
10 15 83
10 15 11
10 15 19
10 15 53
10 15 10
10 15 22
10 15 80
10 15 53
10 15 95
10 15 7
10 15 96
10 15 98
10 15 61
10 15 63
10 15 74
10 15 81
10 15 82
10 15 96
10 15 2
10 15 72
10 15 4
10 15 39
10 15 61
10 15 37
10 15 21
10 15 66
10 15 88
10 15 86
10 15 53
10 15 70
10 15 81
10 15 30
10 15 41
10 15 56
10 15 26
10 15 5
10 15 37
10 15 27
10 15 42
10 15 69
10 15 72
10 15 97
10 15 65
10 15 86
10 15 59
10 15 62
10 15 52
10 15 59
11 16 59
11 16 6
11 16 41
11 16 86
11 16 19
11 16 54
11 16 79
11 16 62
11 16 83
11 16 33
11 16 81
11 16 65
11 16 66
11 16 13
11 16 54
11 16 88
11 16 27
11 16 15
11 16 88
11 16 43
11 16 23
11 16 82
11 16 75
11 16 90
11 16 1
11 16 46
11 16 49
11 16 71
11 16 94
11 16 95
11 16 95
11 16 35
11 16 42
11 16 55
11 16 19
11 16 93
11 16 23
11 16 85
11 16 1
11 16 87
11 16 74
11 16 89
11 16 25
11 16 50
11 16 35
11 16 30
11 16 79
11 16 50
11 16 30
11 16 63
11 16 70
11 16 21
11 16 26
11 16 53
11 16 9
11 16 28
11 16 50
11 16 45
11 16 59
11 16 67
11 16 26
11 16 42
11 16 22
11 16 86
12 17 95
12 17 85
12 17 69
12 17 42
12 17 89
12 17 41
12 17 49
12 17 11
12 17 18
12 17 89
12 17 7
12 17 91
12 17 30
12 17 10
12 17 15
12 17 3
12 17 43
12 17 93
12 17 35
12 17 77
12 17 89
12 17 7
12 17 16
12 17 12
12 17 34
12 17 75
12 17 90
12 17 23
12 17 68
12 17 71
12 17 84
12 17 94
12 17 86
12 17 42
13 18 98
13 18 47
13 18 73
13 18 7
13 18 4
13 18 14
13 18 68
13 18 26
13 18 40
13 18 76
13 18 73
13 18 97
13 18 30
13 18 3
13 18 57
13 18 31
13 18 88
13 18 64
13 18 39
13 18 17
13 18 78
13 18 90
13 18 65
13 18 93
13 18 72
13 18 70
13 18 9
13 18 92
13 18 39
13 18 39
13 18 77
13 18 86
13 18 16
13 18 17
13 18 41
13 18 78
13 18 73
13 18 45
13 18 76
13 18 78
13 18 68
13 18 6
13 18 69
13 18 71
13 18 42
13 18 16
13 18 93
13 18 34
13 18 87
13 18 60
13 18 71
14 19 60
14 19 62
14 19 36
14 19 2
14 19 18
14 19 51
14 19 76
14 19 35
14 19 33
14 19 42
14 19 44
14 19 21
14 19 40
14 19 17
14 19 60
14 19 53
14 19 63
14 19 24
