5000 127632
1 6 99
1 6 85
1 6 3
1 6 193
1 6 138
1 6 109
1 6 52
1 6 110
1 6 24
1 6 12
1 6 56
1 6 126
1 6 96
1 6 160
1 6 46
1 6 150
1 6 185
1 6 62
1 6 137
1 6 196
1 6 188
1 6 147
1 6 88
1 6 126
1 6 101
1 6 9
1 6 191
1 6 26
1 6 141
1 6 79
1 6 10
1 6 111
1 6 168
1 6 132
1 6 71
1 6 131
1 6 181
1 6 58
2 7 94
2 7 142
2 7 197
2 7 146
2 7 76
2 7 71
2 7 39
2 7 65
2 7 168
2 7 40
2 7 90
2 7 130
2 7 51
2 7 12
2 7 157
2 7 103
2 7 9
2 7 153
2 7 59
2 7 41
2 7 56
2 7 186
2 7 187
2 7 193
2 7 179
2 7 18
2 7 52
2 7 183
2 7 95
2 7 119
2 7 183
2 7 56
2 7 112
2 7 199
2 7 51
2 7 4
2 7 79
2 7 69
2 7 188
2 7 196
2 7 139
2 7 183
2 7 103
2 7 174
2 7 98
2 7 158
2 7 74
2 7 190
2 7 180
2 7 162
2 7 148
2 7 186
2 7 86
2 7 187
2 7 163
2 7 142
2 7 175
2 7 22
2 7 80
2 7 187
2 7 97
2 7 134
3 8 9
3 8 133
3 8 181
3 8 87
3 8 134
3 8 87
3 8 188
3 8 85
3 8 130
3 8 13
3 8 25
3 8 198
3 8 83
3 8 64
3 8 2
3 8 65
3 8 113
3 8 52
3 8 22
3 8 106
3 8 174
3 8 71
3 8 66
3 8 25
3 8 183
3 8 14
3 8 27
3 8 187
3 8 58
3 8 49
3 8 191
3 8 105
3 8 120
3 8 162
3 8 95
3 8 153
3 8 17
3 8 97
3 8 36
3 8 22
3 8 150
3 8 148
3 8 91
3 8 45
3 8 79
3 8 12
3 8 82
4 9 78
4 9 101
4 9 162
4 9 141
4 9 177
4 9 126
4 9 6
4 9 16
4 9 120
4 9 149
4 9 161
4 9 130
4 9 174
4 9 13
4 9 138
4 9 189
4 9 148
4 9 91
4 9 190
4 9 156
4 9 130
4 9 64
4 9 102
4 9 59
4 9 15
4 9 75
4 9 181
4 9 73
4 9 132
4 9 109
4 9 183
4 9 182
4 9 188
4 9 182
4 9 170
4 9 141
4 9 128
4 9 132
4 9 14
4 9 91
4 9 32
4 9 157
4 9 9
4 9 184
4 9 48
4 9 91
4 9 153
5 10 139
5 10 100
5 10 63
5 10 27
5 10 112
5 10 21
5 10 145
5 10 161
5 10 86
5 10 172
5 10 37
5 10 109
5 10 109
5 10 87
5 10 47
5 10 143
5 10 45
5 10 164
5 10 192
5 10 43
5 10 25
5 10 47
5 10 182
5 10 33
5 10 179
5 10 112
5 10 70
5 10 115
5 10 121
5 10 116
5 10 94
5 10 191
5 10 55
5 10 136
5 10 174
5 10 108
5 10 181
5 10 143
5 10 101
5 10 63
5 10 125
5 10 182
5 10 63
5 10 56
6 11 23
6 11 169
6 11 182
6 11 196
6 11 77
6 11 79
6 11 44
6 11 141
6 11 186
6 11 159
6 11 184
6 11 50
6 11 145
6 11 91
6 11 9
6 11 77
6 11 176
6 11 198
6 11 79
6 11 13
6 11 60
6 11 10
6 11 48
6 11 127
6 11 189
6 11 60
6 11 6
6 11 162
6 11 90
6 11 23
6 11 127
6 11 31
6 11 93
6 11 13
6 11 30
6 11 195
6 11 139
6 11 115
6 11 118
6 11 112
6 11 55
6 11 189
6 11 93
6 11 194
6 11 46
6 11 141
6 11 40
6 11 46
6 11 138
6 11 175
7 12 57
7 12 92
7 12 164
7 12 86
7 12 72
7 12 44
7 12 142
7 12 198
7 12 66
7 12 165
7 12 64
7 12 89
7 12 191
7 12 171
